Aug 14 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
kory,16495,Kornél Szedlár,Hungary,25,1.06,0.99,-93,733,19674,13522,13615,0.99,53.7,76.3,0.95,"{""2018"":1.05,""2019"":1.01,""2020"":0.97,""2021"":1,""2022"":0.96}",162,"[""12382/RUBIK"",""12313/ex-DomiNation"",""10333/Sangal"",""7674/Ambush"",""10999/EC Brugge"",""9802/Budapest Five"",""7234/Endpoint"",""9939/Salamander"",""10510/OutLawZ"",""10438/JESTE"",""10210/GAMERZONE"",""7615/HoP"",""8127/KlikTech"",""9597/Reseaux"",""5058/Hungary"",""6652/GameAgents"",""9020/Throw Potential"",""8993/Cemoxic"",""6737/Pixel""]",0,0,0,0,0,0,0,N/A
Llamas,16529,Luke Merchant,Australia,23,1.01,0.98,-35,460,11797,7758,7793,1,49.3,70.7,0.79,"{""2018"":1.01,""2019"":0.98,""2020"":0.95,""2022"":0.88}",160,"[""12362/Five5"",""11780/Pharnap"",""8536/Ground Zero"",""7983/Paradox"",""10041/rewound"",""9484/Breakaway"",""8887/Rise and Grind"",""5607/SYF"",""5869/STREAMLINE""]",0,0,0,0,0,0,0,N/A
cynic,16546,David Polster,United States,23,1.14,1.08,2112,955,24974,18415,16303,1.13,39.9,80.3,0.98,"{""2018"":1,""2019"":1.04,""2020"":1.08,""2021"":1.11,""2022"":1.06}",322,"[""11948/Nouns"",""11869/Squirtle Squad"",""11571/Gaimin Gladiators"",""8038/Party Astronauts"",""10304/Triumph"",""10463/Recon 5"",""10017/Rugratz"",""10357/Rebirth"",""10791/Positive Vibes Only"",""10744/Levitate"",""10650/Under 21"",""10261/Rap Gang"",""10302/Divine"",""10240/Kansas City Pioneers"",""10059/Ascent"",""7635/slashLEVEL"",""9874/Conan's Money Crew"",""8832/x1 Mob"",""5699/MWNL"",""9111/Clutch Solutions"",""8351/CheckSix""]",0,0,0,0,0,0,0,N/A
Westmelon,16551,Zhe Niu,China,22,1.13,1.06,569,424,11176,8188,7619,1.07,59.6,80,1.03,"{""2018"":1.09,""2019"":1.06,""2020"":1.06,""2021"":1.03,""2022"":1.11}",142,"[""8840/Lynn Vision""]",0,0,0,0,0,0,0,N/A
Ax1Le,16555,Sergey Rykhtorov,Russia,21,1.16,1.1,3045,1102,29388,21484,18439,1.17,48.5,80.7,1.15,"{""2018"":1.09,""2019"":0.99,""2020"":1.13,""2021"":1.11,""2022"":1.13}",322,"[""5752/Cloud9"",""11616/Players"",""6651/Gambit"",""11478/Team StRoGo"",""9976/Gambit Youngsters"",""8589/5balls"",""9183/Winstrike"",""8842/KoVi""]",0,3,1,18,3,2,2,4
Psycho,16563,Alexandr Zlobin,Ukraine,26,0.95,0.89,-1081,516,13757,8346,9427,0.89,52.2,70.1,0.8,"{""2018"":1,""2019"":0.96,""2020"":0.86,""2021"":0.88}",97,"[""11982/IKLA"",""5144/Ukraine"",""11385/Run or Die"",""11424/ex-Akuma"",""11148/Akuma"",""11131/WaitForTag"",""10473/Project X"",""10150/CR4ZY"",""8898/Windigo Academy"",""8135/FORZE""]",0,0,0,0,0,0,0,N/A
Swisher,16599,Michael Schmid,United States,24,1.11,1.05,1042,937,24638,17879,16837,1.06,48,80.9,0.92,"{""2018"":1.03,""2019"":0.99,""2020"":0.98,""2021"":1.04,""2022"":1.09}",277,"[""12376/M80"",""9943/ATK"",""11822/Gas Money"",""11491/Orgless"",""11556/fl0m's Money Crew"",""9799/Bad News Bears"",""8728/Yeah"",""10827/ex-Warriors International"",""10719/Warriors International"",""10722/Morning Light"",""7841/Monstars"",""10092/Peeker's Advantage"",""10017/Rugratz"",""9849/Zone"",""9454/Masked"",""9664/Steam Rollers"",""6869/RivaL"",""8857/Cyclone""]",0,0,0,0,0,0,0,N/A
n0rb3r7,16612,David Danielyan,Russia,22,1.09,1.04,804,1141,30474,21697,20893,1.04,50.8,79.2,0.99,"{""2018"":1.08,""2019"":0.98,""2020"":1.05,""2021"":1.09,""2022"":0.99}",323,"[""5378/Virtus.pro"",""11595/Outsiders"",""7244/K23"",""11646/ouroboros"",""11477/Team Buster"",""9183/Winstrike"",""8772/Syman"",""10562/S Nastupaushim"",""10429/kaban"",""8669/Espada"",""10384/NALANE"",""10189/Moscow CreepZ"",""9998/BlinkDagger"",""9567/tomorrow will be better"",""9055/WINside"",""4592/dAT""]",1,2,1,4,0,0,0,N/A
drg,16645,Rodrigo Ausenka,Brazil,24,1,0.94,-574,496,13114,8358,8932,0.94,54.3,70.5,1.02,"{""2018"":0.89,""2019"":0.92,""2020"":0.99,""2021"":1.01,""2022"":0.91}",160,"[""8113/Sharks"",""11567/B4"",""10815/Liberty"",""9902/Redemption POA"",""9909/ex-Bragantino"",""9803/Evidence"",""9361/Bragantino"",""9365/Hype"",""8579/BRK""]",0,0,0,0,0,0,0,N/A
Bwills,16647,Brendan Williams,United States,22,1.1,1.04,1458,1078,28241,19968,18510,1.08,50.5,78.2,0.9,"{""2018"":1,""2019"":1.01,""2020"":1.05,""2021"":1.08,""2022"":1.04}",386,"[""11948/Nouns"",""11869/Squirtle Squad"",""11571/Gaimin Gladiators"",""11491/Orgless"",""9799/Bad News Bears"",""10304/Triumph"",""9888/New England Whalers"",""10791/Positive Vibes Only"",""10744/Levitate"",""10650/Under 21"",""10261/Rap Gang"",""9917/Variance"",""9615/Thunder Logic"",""9387/Ange's Big Toe"",""9607/Royal"",""9379/Infamous"",""9450/Las Vegas MiniGunners"",""6792/Prospects"",""9111/Clutch Solutions"",""8879/Arial Arise""]",0,0,0,0,0,0,0,N/A
flameZ,16693,Shahar Shushan,Israel,20,1.12,1.05,651,574,15384,10933,10282,1.06,52.4,78.9,1.05,"{""2018"":1.05,""2019"":1.05,""2020"":1.09,""2021"":1.04,""2022"":1.03}",187,"[""9565/Vitality"",""12354/VITAVI"",""10503/OG"",""11258/HAPYJAMOT"",""7234/Endpoint"",""10848/MBAPPEEK"",""6978/Singularity"",""10725/Elites"",""10766/Tikitakan"",""5873/Adaptation"",""8909/Aequus"",""10276/Finest"",""10056/LFTOVER"",""8906/exDT""]",0,2,0,10,0,0,0,N/A
Altekz,16705,Alexander Givskov,Denmark,20,1.03,0.98,27,415,11139,7313,7286,1,51.9,74.1,1.01,"{""2018"":0.49,""2021"":0.89,""2022"":0.97}",143,"[""12334/Preasy"",""6665/Astralis"",""10954/Astralis Talent"",""10867/MASONIC"",""8919/p0pdrenge""]",0,0,0,0,0,0,0,N/A
Fessor,16718,Frederik Sørensen,Denmark,22,1.1,1.03,359,469,12608,9087,8728,1.04,57.3,80.8,0.95,"{""2018"":0.58,""2019"":0.98,""2020"":0.96,""2021"":1,""2022"":1.08}",129,"[""12402/faceaters"",""11811/Monte"",""7234/Endpoint"",""11991/Europe"",""10954/Astralis Talent"",""6665/Astralis"",""11281/South"",""11176/MOUZ NXT"",""4602/Tricked"",""11084/HYENAS"",""11162/p0tatos"",""5347/BLUEJAYS"",""10840/ESIMED"",""8963/Lyngby Vikings"",""10724/Aalborg Rebels"",""6978/Singularity"",""7674/Ambush"",""7743/OPAA"",""9754/FASTLOSE"",""10100/finkatt"",""9374/HYDR"",""6417/KoN Denmark"",""8952/HHR El-teknik""]",0,0,0,0,0,0,0,N/A
Cabbi,16723,Casper Jensen,Denmark,25,1.05,1,-144,725,19426,13659,13803,0.99,55.9,76,0.98,"{""2018"":1.15,""2019"":0.99,""2020"":1.02,""2021"":0.92,""2022"":1.02}",193,"[""12289/Espionage"",""11419/ECSTATIC"",""10867/MASONIC"",""11536/ex-AGF"",""8704/AGF"",""8963/Lyngby Vikings"",""9461/Gronplade"",""6417/KoN Denmark"",""8947/XI""]",0,0,0,0,0,0,0,N/A
phzy,16726,Love Smidebrant,Sweden,20,1.07,1.04,1080,648,17517,11942,10862,1.1,28.6,71.9,0.94,"{""2018"":0.72,""2019"":1.12,""2020"":1.01,""2021"":1.04,""2022"":1.03}",246,"[""10960/Young Ninjas"",""10333/Sangal"",""11818/TOP Gs"",""4411/Ninjas in Pyjamas"",""11322/Typ as nice"",""10891/flowskola"",""7555/ROYALS"",""9735/Lilmix"",""10833/Deportivo"",""10278/9INE"",""10229/Madvillainy"",""9381/punktexe"",""9298/topkek"",""8954/Singularity Academy""]",0,0,0,4,0,0,0,N/A
IceBerg,16731,Oliver Berg,Denmark,22,0.94,0.88,-2279,705,18783,11862,14141,0.84,52.4,72.2,0.83,"{""2018"":0.8,""2019"":0.83,""2020"":0.9,""2021"":0.86,""2022"":0.9}",115,"[""12289/Espionage"",""4602/Tricked"",""11244/DISKODISKO"",""6978/Singularity"",""7674/Ambush"",""10651/Stepback"",""7551/Tricked Academy"",""8427/Vulture"",""6417/KoN Denmark"",""8932/h4rr1-p0tt3r""]",0,0,0,0,0,0,0,N/A
realz1n,16769,Antonio Oliveira,Brazil,28,1.06,0.99,211,759,20057,13079,12868,1.02,49.4,72.5,0.61,"{""2018"":1.05,""2019"":1.03,""2020"":0.99,""2021"":0.9,""2022"":1}",246,"[""11555/UNO MILLE"",""7176/RED Canids"",""11993/LyP"",""11953/ex-B4"",""11567/B4"",""8113/Sharks"",""8574/W7M"",""8885/FURIA Academy"",""8894/TEAMMATE"",""9115/20matar"",""9039/NEO Blue""]",0,1,0,0,0,0,0,N/A
DANVIET,16775,Daniel Marques,Brazil,23,1.03,0.97,-346,420,11047,7416,7762,0.96,54.6,76.5,0.87,"{""2018"":0.94,""2019"":0.9,""2020"":0.88,""2021"":0.96,""2022"":1}",112,"[""12233/Solid"",""12132/Fuscão 1500"",""11306/The Union"",""10709/SWS"",""11170/LSC"",""6619/INTZ"",""9803/Evidence"",""10078/Alma"",""9909/ex-Bragantino"",""9361/Bragantino"",""9370/ex-Wild"",""8895/Wild""]",0,0,0,0,0,0,0,N/A
MisteM,16811,Gareth Ries,South Africa,21,1.04,1,-60,608,16110,10974,11034,0.99,53,74.8,0.78,"{""2018"":1.03,""2019"":1.27,""2020"":1.16,""2021"":0.9,""2022"":1}",216,"[""9943/ATK"",""11496/cs"",""11483/BOOZOOMERS"",""8730/Sinister5"",""5153/Energy""]",0,0,0,0,0,0,0,N/A
vsm,16816,Vinicius Moreira,Brazil,24,1.15,1.1,1701,715,18891,14114,12413,1.14,48.4,81.7,1.02,"{""2018"":1.25,""2019"":1.16,""2020"":1.07,""2021"":1,""2022"":1.04}",227,"[""11837/Fluxo"",""11309/00NATION"",""10994/O PLANO"",""9215/MIBR"",""8902/DETONA"",""6947/TeamOne"",""9018/taotoma""]",0,1,0,0,0,0,0,N/A
hardzao,16817,Wesley Lopes,Brazil,22,1.09,1.04,1590,912,23989,16421,14831,1.11,46.6,74,0.87,"{""2018"":1.12,""2019"":1.12,""2020"":0.99,""2021"":1.04,""2022"":1.01}",350,"[""10669/Paquetá"",""4773/paiN"",""11688/Happy Mouse"",""8902/DETONA"",""9203/Bull"",""9018/taotoma""]",0,2,0,0,0,0,0,N/A
siuhy,16820,Kamil Szkaradek,Poland,20,1.05,0.99,-102,701,18798,12946,13048,0.99,52.7,76.9,0.97,"{""2018"":0.82,""2020"":1.03,""2021"":0.99,""2022"":0.98}",180,"[""4494/MOUZ"",""9928/GamerLegion"",""11176/MOUZ NXT"",""11689/FPLCKINGS"",""7681/Izako Boars"",""9021/BUNNIES""]",0,2,0,2,0,0,0,N/A
w1,16831,William Almasan,Brazil,23,1.02,0.98,-131,419,11253,7312,7443,0.98,44.7,74,0.72,"{""2018"":0.39,""2020"":0.94,""2021"":0.95,""2022"":1.02}",137,"[""12393/Filhos de D10S"",""6619/INTZ"",""11567/B4"",""10709/SWS"",""10988/Jaguares"",""10815/Liberty"",""9902/Redemption POA"",""10678/Asterius"",""9034/Line X""]",0,0,0,0,0,0,0,N/A
mhL,16847,Miłosz Knasiak,Poland,21,1.18,1.13,2699,751,20182,15496,12797,1.21,30.1,80.9,1.1,"{""2018"":1.05,""2019"":1.09,""2020"":1.14,""2021"":1.14,""2022"":1.13}",200,"[""11283/Falcons"",""7234/Endpoint"",""11176/MOUZ NXT"",""8068/AGO"",""8813/Illuminar"",""8209/Pompa"",""10983/StylDunow"",""10902/Poland"",""10106/MegaWonsz9"",""8846/x-kom"",""9706/average25iqbutheadshots"",""9834/xDparty"",""8248/PACT"",""8818/Invizy"",""8786/AVENGERS""]",0,0,0,0,0,0,0,N/A
hades,16848,Olek Miskiewicz,Poland,23,1.12,1.1,2724,884,23948,17500,14776,1.18,29.6,73.7,1.04,"{""2018"":0.99,""2019"":1.09,""2020"":1.11,""2021"":1.1,""2022"":1.08}",358,"[""10278/9INE"",""11984/ex-Finest"",""10276/Finest"",""4869/ENCE"",""11216/Dolej Miodu"",""10426/Wisla Krakow"",""11122/ide na dol"",""10494/ARCY"",""9797/AVEZ"",""8813/Illuminar"",""8911/adwokacik"",""10270/One More Time"",""10230/magazynpeek"",""8068/AGO"",""10174/piratesports"",""10166/HASZTASZ"",""10020/Aristocracy"",""9944/Polbit Pogon"",""7540/ROG IzakOOO"",""8818/Invizy"",""9191/kindergarden"",""8786/AVENGERS""]",0,3,0,11,0,0,0,N/A
shokz,16859,Kristjan Jakobson,Estonia,25,1.06,1.01,422,735,19722,13339,12917,1.03,53.7,74.3,0.96,"{""2018"":0.99,""2019"":1.07,""2020"":1.04,""2021"":0.99}",228,"[""11984/ex-Finest"",""10276/Finest"",""7694/WORTEX"",""7718/Movistar Riders"",""10748/ex-SMASH"",""10315/SMASH"",""10437/Domino"",""9574/XGR"",""7668/WASD"",""9050/XGR-X""]",0,0,0,0,0,0,0,N/A
ProbLeM,16870,Dmitriy Martinov,Russia,24,1.02,0.96,-388,638,17320,11291,11679,0.97,48.8,73.7,0.87,"{""2018"":1.09,""2019"":1.04,""2020"":0.98,""2021"":0.91,""2022"":0.94}",222,"[""11889/Forward"",""7244/K23"",""11219/INDE IRAE"",""11492/GMT"",""11129/bankaPEPSI"",""11099/ex-HellRaisers"",""5310/HellRaisers"",""7898/pro100"",""10596/Revolt"",""10562/S Nastupaushim"",""10094/Dracarys"",""10098/Warthox"",""9630/AdskiyRazgon"",""9054/Tyrant""]",0,0,0,0,0,0,0,N/A
flying,16872,Peiqi Song,China,22,1.09,1.05,547,460,12240,8895,8348,1.07,50.7,78.4,0.92,"{""2018"":0.84,""2019"":1.06,""2020"":1.07,""2021"":1.04,""2022"":1.05}",188,"[""10851/Wings Up"",""7966/Invictus"",""9906/8EASY"",""9869/IPET"",""9107/BTRG"",""8118/MAX""]",0,0,0,0,0,0,0,N/A
Woro2k,16885,Volodymyr Veletniuk,Ukraine,22,1.16,1.14,2355,625,16892,12992,10637,1.22,33.6,78.5,1.02,"{""2018"":0.97,""2019"":0.98,""2020"":1.19,""2021"":1.14,""2022"":1.15}",240,"[""11811/Monte"",""11939/Edward's Team"",""11818/TOP Gs"",""10888/EC Kyiv"",""11665/ex-MAD Lions"",""11164/Into the Breach"",""10390/Sestri"",""11218/okura"",""8362/MAD Lions"",""8542/Lin4evateli"",""11069/KYIVMICTOKBITIB"",""8135/FORZE"",""10977/Trident"",""10982/cr1ps"",""10621/1WIN"",""9696/HauntedFamily"",""10849/cismix"",""9673/MAJESTY"",""10594/SpeedRunners""]",0,1,0,0,0,0,0,N/A
stamina,16893,Bobby Eitrem,United States,24,1.03,1,23,412,10922,7439,7416,1,46.9,73.8,1.03,"{""2018"":0.96,""2019"":1.12,""2021"":0.94,""2022"":0.99}",135,"[""11948/Nouns"",""11298/Strife"",""12141/Demon Time"",""11388/Limitless"",""11333/NA's Finest"",""10463/Recon 5"",""11075/ChocoCheck"",""11077/Verum"",""10357/Rebirth"",""9070/mystic""]",0,0,0,0,0,0,0,N/A
sh1ro,16920,Dmitry Sokolov,Russia,22,1.26,1.23,6683,1040,27789,21533,14850,1.45,28.2,78.7,1.22,"{""2018"":1.13,""2019"":1.22,""2020"":1.24,""2021"":1.21,""2022"":1.25}",568,"[""5752/Cloud9"",""11616/Players"",""6651/Gambit"",""9976/Gambit Youngsters"",""9518/Vyalie Pitoni"",""9299/aimg0d"",""6668/FLuffy Gangsters"",""8773/team7""]",0,3,1,17,4,2,2,3
nafany,16921,Vladislav Gorshkov,Russia,22,1.02,0.95,-1168,1033,27577,18010,19178,0.94,50.9,73.6,0.98,"{""2018"":1.01,""2019"":0.95,""2020"":0.97,""2021"":0.97,""2022"":0.89}",177,"[""12394/BetBoom"",""5752/Cloud9"",""11616/Players"",""6651/Gambit"",""11348/BEBRA"",""9976/Gambit Youngsters"",""9518/Vyalie Pitoni"",""6668/FLuffy Gangsters"",""8773/team7""]",0,3,1,16,0,0,0,N/A
Polt,16946,Vadim Tsyrov,Russia,29,1.08,1.02,596,610,16226,11317,10721,1.06,48.8,79.2,1.02,"{""2018"":1.04,""2019"":1.09,""2020"":0.98,""2021"":0.98,""2022"":1.05}",171,"[""12124/Insilio"",""11371/xDDDD"",""11331/Websterz"",""10621/1WIN"",""10096/EXTREMUM"",""9287/Unique"",""9120/Atlants"",""9357/Underdogs""]",0,0,0,0,0,0,0,N/A
Perfecto,16947,Ilya Zalutskiy,Russia,23,1.04,0.98,498,845,22464,14045,13547,1.04,46,70.1,1.02,"{""2018"":1.04,""2019"":1.04,""2020"":0.93,""2021"":0.97,""2022"":0.98}",317,"[""5752/Cloud9"",""4608/Natus Vincere"",""8772/Syman"",""9547/skipping school"",""9120/Atlants""]",1,5,6,20,0,0,0,N/A
TRAVIS,16948,Aleksandr Timkiv,Russia,25,1.11,1.04,800,701,18881,13280,12480,1.06,53.7,78.6,0.98,"{""2018"":1.03,""2019"":1.07,""2020"":0.94,""2021"":1.04,""2022"":1.04}",215,"[""10621/1WIN"",""10412/MELBET"",""9120/Atlants"",""9357/Underdogs""]",0,0,0,0,0,0,0,N/A
shalfey,17011,Aleksandr Marenov,Russia,21,1.12,1.06,1557,672,18140,12916,11359,1.14,46.5,77.9,1.05,"{""2018"":1.02,""2019"":1,""2020"":1.01,""2021"":1.03,""2022"":1.11}",237,"[""8135/FORZE"",""11164/Into the Breach"",""11290/XGC"",""11279/Monte Carlo"",""9287/Unique"",""10096/EXTREMUM"",""10094/Dracarys"",""10233/C_gByX_Hor"",""9927/OwmS"",""9810/ex-Underdogs"",""9155/PUGSTAR5"",""9299/aimg0d""]",0,2,0,0,0,0,0,N/A
deco,17039,Marcos Amato,Argentina,25,1.06,0.99,94,553,14773,9929,9835,1.01,49.5,76.3,0.89,"{""2018"":0.93,""2019"":1.16,""2020"":0.99,""2021"":0.97,""2022"":0.97}",191,"[""12144/BESTIA"",""12139/ex-Isurus"",""7653/Isurus"",""8121/Malvinas""]",0,0,0,0,0,0,0,N/A
szejn,17113,Hubert Światły,Poland,21,1.05,1.01,180,594,15873,10911,10731,1.02,51.7,76.6,0.86,"{""2018"":1.01,""2019"":0.96,""2020"":1.03,""2021"":1.04}",210,"[""10396/Divine Vendetta"",""8813/Illuminar"",""11938/pashaBiceps' Team"",""11176/MOUZ NXT"",""7681/Izako Boars"",""10044/Youngsters"",""10154/Warriors"",""9940/OESU"",""9186/Vex""]",0,0,0,0,0,0,0,N/A
ragga,17116,Cosmin Teodorescu,Romania,23,1.04,0.99,-58,676,18401,12591,12649,1,45.9,74.8,0.9,"{""2018"":1.04,""2019"":1.07,""2020"":0.95,""2021"":1.01,""2022"":1.01}",211,"[""7187/Nexus"",""10823/Infinite"",""10787/L4ORG"",""10120/MOLDOVENII"",""10107/Nexus Academy"",""9493/Knock Out"",""9255/Jail On Shooting"",""9196/zZzZz""]",0,0,0,0,0,0,0,N/A
Leomonster,17132,Leonardo Enrique,Brazil,20,1.04,0.96,-539,462,12329,8283,8822,0.94,54.6,75.9,0.81,"{""2018"":0.74,""2020"":0.98,""2021"":0.97,""2022"":0.99}",84,"[""11249/Meta"",""6619/INTZ"",""10605/Bravos"",""10988/Jaguares"",""10925/Royal Republic"",""10837/ex-Asterius"",""10678/Asterius"",""9217/Team FalleN""]",0,0,0,0,0,0,0,N/A
Rainwaker,17145,Aleks Petrov,Bulgaria,22,1.11,1.06,2713,1423,38369,26907,24194,1.11,41.4,77.7,1.05,"{""2018"":0.93,""2019"":1,""2020"":1.09,""2021"":1.04,""2022"":1.08}",607,"[""5973/Liquid"",""12000/500"",""11947/ex-SKADE"",""10386/SKADE"",""6762/Bpro"",""9863/FATE"",""9235/toxic"",""4690/HEADSHOTBG""]",0,0,0,0,0,0,0,N/A
juanflatroo,17147,Flatron Halimi,Kosovo,26,1.1,1.05,685,777,20847,15693,15008,1.05,56.7,82.7,1.04,"{""2018"":1.01,""2019"":1.06,""2020"":1.03,""2021"":1.06,""2022"":1.04}",243,"[""11518/Bad News Eagles"",""10697/BLINK"",""10855/HERCEGNOVI"",""10788/selectah"",""10488/Secret"",""7376/m1x"",""10452/uNiQUE"",""10420/Phoenix"",""10225/ex-Epsilon"",""4674/LDLC"",""10050/FFAmix"",""9020/Throw Potential"",""9610/Gamezone"",""8127/KlikTech""]",0,3,0,0,0,0,0,N/A
FinigaN,17305,Vladislav Usov,Russia,24,1.03,0.97,88,564,15183,9705,9617,1.01,50,70.2,0.81,"{""2018"":0.87,""2019"":0.96,""2020"":0.96,""2021"":0.97}",252,"[""11540/Benched Heroes"",""10817/Invictus International"",""7969/Nemiga"",""7244/K23"",""8120/AVANGAR"",""11138/ benched"",""11025/CrowCrowd"",""10929/ex-ETHEREAL"",""8669/Espada"",""9748/NorBant"",""9290/PEY""]",0,0,0,0,0,0,0,N/A
degster,17306,Abdul Gasanov,Russia,22,1.2,1.18,3953,833,22369,17369,13416,1.29,34.8,78.3,1.11,"{""2018"":1.01,""2019"":1.15,""2020"":1.22,""2021"":1.16,""2022"":1.17}",336,"[""12340/Team flamie"",""10503/OG"",""11752/BLAST Dream Team"",""7020/Spirit"",""8135/FORZE"",""8637/Sprout"",""8669/Espada"",""9748/NorBant"",""9290/PEY""]",0,4,0,8,0,0,0,N/A
cxzi,17353,Danny Strzelczyk,United States,23,1.09,1.01,-45,690,18277,13087,13132,1,36.9,81.3,0.95,"{""2018"":1.25,""2019"":1.08,""2020"":1,""2021"":1.03,""2022"":1}",209,"[""12375/Forsaken"",""10017/Rugratz"",""8038/Party Astronauts"",""11826/Vendetta"",""11948/Nouns"",""11869/Squirtle Squad"",""11571/Gaimin Gladiators"",""11599/BHOP"",""5479/Mythic"",""11298/Strife"",""10304/Triumph"",""11333/NA's Finest"",""10747/Secret Club"",""11075/ChocoCheck"",""10357/Rebirth"",""10773/Estral"",""10838/Incognito"",""10514/Gen.G"",""10791/Positive Vibes Only"",""10744/Levitate"",""10759/ex-Polar Ace"",""9497/Polar Ace"",""9277/ETHEREAL"",""6792/Prospects"",""10391/Faint"",""10587/Saskatoon Warriors"",""10536/Holding W"",""9615/Thunder Logic"",""10146/Just Swing"",""9716/Dogs of War"",""5699/MWNL"",""9278/disADVANCtagED""]",0,0,0,0,0,0,0,N/A
FaNg,17372,Justin Coakley,Canada,21,1.07,1.01,449,801,20939,14604,14155,1.03,55.9,75.5,0.96,"{""2018"":1.01,""2019"":0.94,""2020"":1.02,""2021"":1.06,""2022"":0.97}",222,"[""5005/Complexity"",""10948/Extra Salt"",""10304/Triumph"",""11133/Team Machine"",""9888/New England Whalers"",""10017/Rugratz"",""10792/ex-Recon 5"",""10791/Positive Vibes Only"",""10744/Levitate"",""10778/MDL All-Star b4rtiN"",""10650/Under 21"",""10261/Rap Gang"",""9917/Variance"",""9279/Reform""]",0,2,0,0,1,0,0,N/A
reck,17378,Ethan Serrano,United States,19,1.06,1.01,179,470,12743,8953,8774,1.02,54.4,76.9,0.87,"{""2018"":0.9,""2019"":0.94,""2020"":1,""2021"":1,""2022"":1.05}",156,"[""12376/M80"",""9943/ATK"",""12154/yur"",""12162/caffeine marauders"",""11298/Strife"",""11843/Hustler's University"",""11599/BHOP"",""10747/Secret Club"",""11075/ChocoCheck"",""10357/Rebirth"",""10331/Depth"",""10722/Morning Light"",""7841/Monstars"",""10541/call it luck"",""10332/Gorilla Gang"",""10223/imperial"",""10002/Front"",""10034/Sadbots"",""9824/Holo"",""9450/Las Vegas MiniGunners"",""7882/Guerrilla Tactics""]",0,0,0,0,0,0,0,N/A
Vexite,17384,Declan Portelli,Australia,18,1.15,1.1,897,471,12050,9137,8240,1.11,57.1,82.3,0.97,"{""2018"":0.85,""2019"":1,""2020"":1.05,""2021"":1.19,""2022"":1.11}",116,"[""8008/Grayhound"",""11977/Platinum Blonde"",""8668/ORDER"",""10672/VERTEX"",""6010/Chiefs"",""10655/4 and a half men"",""9747/Genuine"",""10375/Buckets"",""10327/Parallax"",""9942/MARKandLARRY"",""7983/Paradox"",""9955/DINQ"",""6161/Skyfire"",""9492/Exsto"",""9295/Summit""]",0,2,0,0,0,0,0,N/A
ADK,17390,Akram Smida,Australia,22,0.94,0.9,-717,415,10763,6461,7178,0.9,43.2,65.5,0.56,"{""2018"":0.96,""2019"":0.91,""2020"":0.9,""2022"":0.88}",176,"[""9881/Rooster"",""9275/madlikewizards"",""10581/ROCK CANDY"",""10113/ex-Athletico"",""5680/Athletico"",""9307/Devious""]",0,0,0,0,0,0,0,N/A
KEi,17504,Kamil Pietkun,Poland,22,1.12,1.05,935,937,25278,18663,17728,1.05,44.9,82.9,1.03,"{""2018"":0.8,""2019"":0.95,""2020"":1.09,""2021"":1.03,""2022"":1.07}",247,"[""10278/9INE"",""11743/FLET"",""11647/Fantastyczna Piatka"",""4869/ENCE"",""11493/MONKE"",""10426/Wisla Krakow"",""8637/Sprout"",""10973/Anonymo"",""11372/Exalted Industries"",""11216/Dolej Miodu"",""9797/AVEZ"",""10270/One More Time"",""10230/magazynpeek"",""10106/MegaWonsz9"",""10121/SamerTajm"",""9944/Polbit Pogon"",""8818/Invizy"",""9685/EFBIJAJ"",""9342/sweaty in the fridge""]",0,1,0,0,0,0,0,N/A
glowiing,17508,Aleksandr Matsievich,Russia,29,1.08,1.02,275,705,18830,13366,13091,1.02,54.4,79.5,0.99,"{""2018"":0.83,""2019"":1.02,""2020"":0.91,""2021"":1.05,""2022"":1.02}",167,"[""11883/9 Pandas"",""12044/Boston crab"",""12215/crisinjo"",""10621/1WIN"",""10977/Trident"",""10841/BEZ ZP"",""10677/Cyber Legacy"",""7017/Space Jam"",""7427/eL'quvet"",""10241/ZaBabkami"",""7610/NOTBAD"",""9748/NorBant"",""9120/Atlants"",""9290/PEY""]",0,0,0,0,0,0,0,N/A
J0LZ,17510,David Jolin,Canada,23,1.07,1,119,573,15152,10625,10506,1.01,48.4,78.4,0.85,"{""2018"":1.06,""2019"":0.97,""2020"":0.96,""2021"":1.02,""2022"":1.02}",178,"[""12241/WITHOUT WARNING"",""11298/Strife"",""11989/Billionaires"",""11075/ChocoCheck"",""11822/Gas Money"",""10463/Recon 5"",""11215/SalutLA"",""10282/OCG"",""10875/Russian Canadians"",""10836/Sixth Gear"",""10700/Swedish Canadians"",""9856/RUNnGUN"",""10017/Rugratz"",""10186/On Lance"",""8748/Grizzlys"",""9392/LiViD"",""9343/QcClan""]",0,0,0,0,0,0,0,N/A
pesadelo,17553,Matheus Panisset,Brazil,24,1.06,1.01,110,769,20137,14110,14000,1.01,44.9,77.8,0.83,"{""2018"":1.02,""2019"":0.98,""2020"":0.99,""2021"":0.93}",226,"[""6947/TeamOne"",""7176/RED Canids"",""10267/RUFUS"",""9686/Turma do Pagode"",""9552/No2B"",""9355/Huzy"",""9059/dreamWorse""]",0,0,0,0,0,0,0,N/A
