Aug 14 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
LeX,8504,Alexander Deily,United States,33,N/A,0.88,-1263,462,11931,7418,8680,0.85,44.7,71.1,0.84,"{""2014"":0.59,""2015"":0.91,""2016"":0.93,""2017"":0.9,""2018"":0.81,""2019"":0.81,""2021"":0.8}",118,"[""11504/Paying Myself"",""5479/Mythic"",""6386/Winterfox"",""6021/Luminosity"",""5095/RELiABLE""]",0,0,0,0,0,0,0,N/A
stanislaw,8507,Peter Jarguz,Canada,29,N/A,0.96,-520,1433,37237,23972,24492,0.98,47.4,73,0.97,"{""2014"":1.06,""2015"":1.01,""2016"":1.01,""2017"":0.97,""2018"":0.98,""2019"":0.95,""2020"":0.9,""2021"":0.81,""2022"":0.98}",441,"[""12375/Forsaken"",""11735/EG Black"",""11571/Gaimin Gladiators"",""11599/BHOP"",""11502/Disconnected"",""10399/Evil Geniuses"",""6673/NRG"",""5005/Complexity"",""6615/OpTic"",""5973/Liquid"",""6292/Conquest"",""6321/Coast"",""5700/LunatiK"",""6118/Tempo Storm"",""5714/Mobility""]",0,6,3,43,0,0,0,N/A
DAVEY,8508,David Stafford,Canada,27,N/A,0.98,-294,801,20713,14132,14426,0.98,41.3,76.7,0.9,"{""2014"":1.1,""2015"":1,""2016"":1.01,""2017"":1.08,""2018"":0.92,""2019"":0.88,""2020"":0.94,""2021"":0.98}",291,"[""10092/Peeker's Advantage"",""5479/Mythic"",""9566/Spacestation"",""9521/up north"",""6050/boxr"",""9060/ex-Splyce"",""6301/Splyce"",""5670/ownage"",""7801/Ghost"",""7106/eUnited"",""7217/subtLe"",""6273/Canada"",""7290/CANADA"",""6615/OpTic"",""6132/Method"",""6261/3sUP"",""5998/affNity"",""6034/SYNRGY"",""5714/Mobility""]",0,1,0,0,0,0,0,N/A
yay,8513,Jaccob Whiteaker,United States,24,N/A,1.05,604,653,17182,12452,11848,1.05,46.7,77.6,0.95,"{""2014"":0.85,""2015"":0.93,""2016"":1,""2017"":1.09,""2018"":1.01,""2019"":1.14}",172,"[""10618/Orgless"",""10541/call it luck"",""5991/Envy"",""7726/Swole Patrol"",""9945/Lazarus"",""9799/Bad News Bears"",""5005/Complexity"",""6619/INTZ"",""9523/Old Guys Club"",""9784/MASSIVEimpact"",""7965/ex-Synthetik"",""7099/Synthetik"",""6047/Dethrone"",""7106/eUnited"",""6366/Vault"",""6792/Prospects"",""6135/Noble"",""6055/WOOSAH"",""6174/VeloX"",""6165/Leader-1"",""5767/Cytik""]",0,1,0,0,0,0,0,N/A
Relyks,8517,Skyler Weaver,United States,28,N/A,1,161,832,21258,14589,14428,1.01,48.8,73.9,0.95,"{""2014"":1.01,""2015"":0.99,""2016"":1.04,""2017"":0.96,""2018"":1.01,""2019"":1.01}",309,"[""10625/Swole Identity"",""6978/Singularity"",""10080/New Identity"",""9799/Bad News Bears"",""7106/eUnited"",""5670/ownage"",""9016/MDL All-Star freakazoid"",""7924/Rise Nation"",""7157/Rogue"",""7557/Misfits"",""5996/TSM"",""6736/Selfless"",""6271/USA"",""6191/Enemy"",""5700/LunatiK"",""6101/vVv"",""5454/SKDC"",""5652/savage""]",0,0,0,0,0,0,0,N/A
NAF,8520,Keith Markovic,Canada,25,N/A,1.09,4416,1732,45661,33035,28619,1.15,41.7,81.1,1.1,"{""2014"":1.02,""2015"":1.11,""2016"":1.06,""2017"":1.1,""2018"":1.1,""2019"":1.1,""2020"":1.06,""2021"":1.09,""2022"":1.08}",655,"[""5973/Liquid"",""6211/Renegades"",""6615/OpTic"",""6292/Conquest"",""6273/Canada"",""6118/Tempo Storm"",""5775/ELEVATE"",""6021/Luminosity"",""6117/ACE"",""4643/Denial"",""4856/All-Stars NA"",""5700/LunatiK""]",0,10,11,81,5,3,2,6
daps,8521,Damian Steele,Canada,30,N/A,0.88,-2364,1075,28101,16274,18638,0.87,40.2,66.8,0.88,"{""2014"":0.8,""2015"":0.89,""2016"":0.95,""2017"":0.86,""2018"":0.86,""2019"":0.83,""2020"":0.86,""2021"":0.73}",309,"[""11491/Orgless"",""10399/Evil Geniuses"",""10514/Gen.G"",""5752/Cloud9"",""6673/NRG"",""6301/Splyce"",""6273/Canada"",""7290/CANADA"",""6615/OpTic"",""6292/Conquest"",""6239/Nexus"",""6118/Tempo Storm"",""5775/ELEVATE"",""5973/Liquid"",""4643/Denial"",""5700/LunatiK""]",0,2,2,34,0,0,0,N/A
FugLy,8522,Jacob Medina,United States,28,N/A,1.01,621,1083,28153,18921,18300,1.03,43.4,73.5,0.98,"{""2014"":0.99,""2015"":1.03,""2016"":0.97,""2017"":1.06,""2018"":1,""2019"":0.97}",371,"[""10792/ex-Recon 5"",""9085/Chaos"",""10531/Just For Fun"",""5991/Envy"",""6673/NRG"",""5974/CLG"",""5752/Cloud9"",""5973/Liquid"",""4643/Denial"",""5700/LunatiK""]",0,3,2,39,0,0,0,N/A
tarik,8523,Tarik Celik,United States,27,N/A,1.03,1316,1438,37326,26620,25304,1.05,37.8,76.8,1.02,"{""2014"":1.2,""2015"":1.12,""2016"":1.05,""2017"":1.03,""2018"":1.05,""2019"":0.97,""2020"":0.97}",409,"[""11411/Kings of Content"",""9799/Bad News Bears"",""10399/Evil Geniuses"",""10483/Team World"",""10407/Team Squeaky"",""6673/NRG"",""9956/Western Titans"",""9215/MIBR"",""5752/Cloud9"",""6615/OpTic"",""5929/Space Soldiers"",""5974/CLG"",""6900/Americas All-Stars"",""6271/USA"",""4856/All-Stars NA"",""4645/mouseSpaz"",""5543/NetcodeGuides.com""]",1,9,7,76,1,0,0,N/A
smike,8526,Sergey Sklyarenko,Ukraine,25,N/A,1.06,601,496,12846,9538,8937,1.07,33,75.3,0.97,"{""2014"":0.71,""2015"":1.18,""2016"":1.02,""2017"":1.08,""2018"":1.09,""2019"":1.01,""2020"":0.89,""2021"":1.09}",157,"[""11839/schadE halt"",""7264/spray'n'pray"",""10935/Marlian"",""10401/Royalty"",""10411/OG"",""10129/OneWay"",""5144/Ukraine"",""7265/Team1"",""7367/Quantum Bellator Fire"",""7898/pro100"",""4469/k1ck"",""8798/l4nd0dg3"",""5847/ACG"",""6213/Enso"",""7252/Quantum Bellator"",""5310/HellRaisers"",""6669/Binary Dragons"",""6982/PLAYZONE"",""6469/eXplosive"",""5988/FlipSid3"",""5445/LAN DODGERS"",""5577/A-Gaming""]",0,0,0,0,0,0,0,N/A
HObbit,8528,Abay Khassenov,Kazakhstan,29,N/A,1.06,2373,1339,35534,25562,23189,1.1,46.7,79.9,1.08,"{""2014"":1.09,""2015"":1.1,""2016"":1.09,""2017"":1.09,""2018"":1.01,""2019"":1.02,""2020"":1.06,""2021"":1.11,""2022"":1.04}",403,"[""5752/Cloud9"",""11616/Players"",""6651/Gambit"",""11434/Gambit 2017"",""9976/Gambit Youngsters"",""9183/Winstrike"",""5310/HellRaisers"",""7244/K23"",""7145/Tengri"",""5115/Kazakhstan"",""6470/PARTY"",""5815/EZpeezy""]",1,8,4,45,3,2,1,6
leman,8539,Eryk Kocęba,Poland,26,N/A,0.97,-202,580,15648,10285,10487,0.98,51.4,72.2,0.91,"{""2014"":0.93,""2017"":0.73,""2018"":0.98,""2019"":0.94,""2020"":1,""2021"":0.97}",171,"[""8813/Illuminar"",""8068/AGO"",""10207/Partyzanci"",""8572/Codewise Unicorns"",""8556/Delusion"",""8298/SOLARIS"",""5803/eliminacja""]",0,0,0,0,0,0,0,N/A
NEEX,8543,Sebastian Trela,Poland,26,N/A,1.05,574,429,11195,8076,7502,1.08,31.3,71.5,0.9,"{""2014"":1.32,""2015"":1.01,""2016"":1,""2017"":1,""2018"":1.12,""2019"":1.08}",157,"[""10315/SMASH"",""7681/Izako Boars"",""9494/EVOLVE"",""9194/UMULUNGI"",""8209/Pompa"",""7000/tomorrow"",""6570/DEEZ NUTS"",""7253/VenatoreS"",""8645/KOPUNIO"",""7540/ROG IzakOOO"",""5616/KNR"",""7118/TBD-PL"",""6896/PRIDE"",""4781/Refuse"",""6614/ezkatka"",""4532/ESC"",""6384/MaxAndRelax"",""5137/Poland"",""5802/ePlay""]",0,0,0,0,0,0,0,N/A
EXUS,8549,Konrad Jeńczeń,Poland,25,N/A,0.93,-1264,944,25230,16309,17573,0.93,43,71.2,0.78,"{""2014"":0.98,""2015"":0.93,""2016"":0.93,""2017"":0.93,""2018"":0.94,""2019"":0.94,""2020"":0.96,""2021"":0.95}",276,"[""8248/PACT"",""12100/dobrywieczor"",""8813/Illuminar"",""11387/UNGENTIUM"",""10983/StylDunow"",""7681/Izako Boars"",""8846/x-kom"",""9698/2019"",""9612/MIKSTURA"",""9512/Lose"",""9448/ex-PRIDE"",""6570/DEEZ NUTS"",""9194/UMULUNGI"",""8209/Pompa"",""6896/PRIDE"",""4781/Refuse"",""6614/ezkatka"",""4532/ESC"",""6221/ATB"",""6326/VERY T0X1C"",""5801/31337""]",0,0,0,0,0,0,0,N/A
Attacker,8552,YuanZhang Sheng,China,26,N/A,1.08,2707,1317,33897,25183,22476,1.12,46.5,79.1,0.9,"{""2014"":0.91,""2015"":1.2,""2016"":1.07,""2017"":1.2,""2018"":1.1,""2019"":0.99,""2020"":1.03,""2021"":1.14}",469,"[""4863/TYLOO"",""9957/Eastern Giants"",""7660/Flash"",""9037/VG.Flash"",""9189/Team East"",""6723/Devcat"",""6573/Wings"",""6519/PUZZLES"",""6110/Puzzle"",""6392/All-Star Dragon"",""6195/QeeYou"",""6303/China""]",0,4,0,17,0,0,0,N/A
jayzaR,8555,Aleksandar Zarkovic,Sweden,26,N/A,1.08,1038,558,14790,11078,10040,1.1,36.4,78.9,1.09,"{""2014"":0.65,""2015"":1,""2016"":1.17,""2017"":1.03,""2018"":1.07,""2019"":0.93,""2020"":1.1,""2021"":1.15,""2022"":0.84}",194,"[""6128/Jake Bube"",""12076/ZURIA"",""10453/ex-BLUEJAYS"",""11882/GRGECHI"",""11245/X Gamer"",""7674/Ambush"",""10278/9INE"",""10545/Chetz"",""10766/Tikitakan"",""10734/Real Betis"",""9553/Orgles5"",""10315/SMASH"",""6652/GameAgents"",""8020/Vexed"",""9668/de_aztec"",""8481/Valiance"",""8997/PAPERPLANES"",""9085/Chaos"",""8721/Enyoy"",""4688/Epsilon"",""7823/fightclub"",""8392/TEAM5"",""8367/TEAMPLAY"",""8183/Vexed Academy"",""4992/Zoctai"",""7929/Tundra"",""7847/Polaris"",""7378/dreamchasers"",""7663/Manatee"",""7697/Teamteam"",""7027/mixbanan"",""7169/fnatic Academy"",""6982/PLAYZONE"",""6978/Singularity"",""6584/demise"",""6220/Epiphany Bolt"",""6946/Magistra"",""6706/QuackPack"",""6832/Iwku"",""6418/KoN Sweden"",""6761/miMo"",""4477/Publiclir.se"",""4736/Lions"",""6382/Sententia Mortis"",""6138/INFINITY"",""4804/AWTR"",""5133/Sweden"",""5814/Vination"",""12285/knasigT""]",0,0,0,0,0,0,0,N/A
fer,8564,Fernando Alvarenga,Brazil,31,N/A,1.08,2823,1466,38433,28816,25993,1.11,44.9,82.8,1.1,"{""2014"":1.01,""2015"":1.13,""2016"":1.1,""2017"":1.15,""2018"":1.04,""2019"":1.05,""2020"":1.04,""2021"":0.89}",318,"[""6205/Brazil"",""9455/Imperial"",""11309/00NATION"",""7733/BOOM"",""9215/MIBR"",""9217/Team FalleN"",""6137/SK"",""6290/Luminosity"",""6033/Keyd"",""5822/KaBuM.TD""]",2,13,13,86,1,2,1,3
HEN1,8565,Henrique Teles,Brazil,28,N/A,1.11,4739,1346,35052,24767,20028,1.24,29.3,75.1,1.08,"{""2014"":0.91,""2015"":1.1,""2016"":1.18,""2017"":1.11,""2018"":1.07,""2019"":1.05,""2020"":1.09,""2021"":1.03,""2022"":1.08}",569,"[""9455/Imperial"",""9215/MIBR"",""6902/GODSENT"",""11568/ELES"",""11309/00NATION"",""10994/O PLANO"",""8297/FURIA"",""6290/Luminosity"",""9932/MDL All-Star boltz"",""6267/Não Tem Como"",""7010/Immortals"",""6118/Tempo Storm"",""6334/Games Academy"",""6205/Brazil"",""5822/KaBuM.TD""]",0,1,2,30,1,1,0,16
LUCAS1,8566,Lucas Teles,Brazil,28,N/A,0.96,-474,941,24439,16046,16520,0.97,47,76.6,1,"{""2014"":0.92,""2015"":0.91,""2016"":1.03,""2017"":1.02,""2018"":0.92,""2019"":0.93,""2020"":0.87,""2021"":0.9}",225,"[""11568/ELES"",""11309/00NATION"",""10994/O PLANO"",""9215/MIBR"",""9455/Imperial"",""8297/FURIA"",""6290/Luminosity"",""6267/Não Tem Como"",""7010/Immortals"",""6118/Tempo Storm"",""6334/Games Academy"",""5822/KaBuM.TD""]",0,2,2,34,0,0,0,N/A
boltz,8568,Ricardo Prass,Brazil,26,N/A,1.06,2735,1410,36924,26118,23383,1.12,39.1,81.5,1.04,"{""2014"":0.79,""2015"":1.04,""2016"":1.12,""2017"":1.08,""2018"":0.96,""2019"":1.04,""2020"":1.17,""2021"":1.05,""2022"":1.01}",414,"[""9455/Imperial"",""11935/Seleção do bt0"",""9215/MIBR"",""7733/BOOM"",""6619/INTZ"",""10340/ex-Luminosity"",""6290/Luminosity"",""9932/MDL All-Star boltz"",""8574/W7M"",""9217/Team FalleN"",""6137/SK"",""7010/Immortals"",""6118/Tempo Storm"",""6334/Games Academy"",""6033/Keyd"",""5822/KaBuM.TD"",""4580/ProGaming.TD""]",0,6,5,47,1,1,0,18
DEVIL,8569,Timothée Démolon,France,28,N/A,0.97,-305,638,16633,11033,11338,0.97,48.2,73.3,0.97,"{""2014"":0.98,""2015"":0.98,""2016"":0.95,""2017"":0.97,""2018"":0.97,""2019"":1.04,""2020"":0.81,""2021"":0.99}",198,"[""9949/TheDice"",""11287/vSlash"",""8346/Heretics"",""10923/wonderman"",""10025/Instinct"",""9950/chebran"",""4914/3DMAX"",""5260/MAXISAUCISSE"",""4674/LDLC"",""5941/Queen Consolidated"",""5991/Envy"",""5142/France"",""6045/LDLC White"",""5596/Platinium"",""5942/Vikings"",""5795/fusd0""]",0,2,0,10,0,0,0,N/A
GruBy,8570,Dominik Swiderski,Poland,28,N/A,1.01,538,1809,48109,33060,32522,1.02,42.4,77.7,1.02,"{""2014"":0.71,""2015"":0.96,""2016"":0.97,""2017"":1.06,""2018"":1.04,""2019"":1.03,""2020"":0.98,""2021"":1.01,""2022"":0.99}",540,"[""12315/Victory Zigzag"",""11387/UNGENTIUM"",""10968/cowana"",""8813/Illuminar"",""8068/AGO"",""8034/Org Incoming"",""7345/LEFTOVERS"",""6686/AGG"",""6763/noKappa"",""6375/Vexed"",""6245/eBettle"",""5613/INSHOCK"",""4532/ESC""]",0,2,0,10,0,0,0,N/A
woxic,8574,Özgür Eker,Turkey,24,N/A,1.12,4297,1297,34128,25089,20792,1.21,31.9,76.2,1.1,"{""2014"":0.72,""2016"":1.14,""2017"":1.1,""2018"":1.22,""2019"":1.13,""2020"":1.01,""2021"":1.07,""2022"":1.1}",523,"[""11251/Eternal Fire"",""5752/Cloud9"",""4494/MOUZ"",""5310/HellRaisers"",""7998/Gux & Friends"",""7920/OmFmike"",""7607/ex-DarkPassage"",""7018/DarkPassage"",""5106/Turkey"",""7005/ex-Deathtrap"",""6629/Deathtrap""]",0,4,3,26,1,1,0,12
Calyx,8575,Buğra Arkın,Turkey,25,N/A,1.09,3105,1255,33004,23840,20735,1.15,57.2,76.7,1.06,"{""2014"":1.3,""2015"":1.06,""2016"":1.24,""2017"":1.14,""2018"":1.07,""2019"":0.98,""2020"":1.11,""2021"":0.97,""2022"":1.02}",434,"[""11251/Eternal Fire"",""11540/Benched Heroes"",""11102/GORILLAZ"",""5991/Envy"",""10458/2115"",""10445/ex-Windigo"",""10442/internazionale"",""8513/Windigo"",""9572/ex-Space Soldiers"",""5929/Space Soldiers"",""7476/Space Academy"",""7607/ex-DarkPassage"",""7018/DarkPassage"",""5106/Turkey"",""7005/ex-Deathtrap"",""6629/Deathtrap"",""6102/WMTF""]",0,3,0,9,0,0,0,N/A
ZOREE,8576,Lasse Uronen,Finland,29,N/A,1.07,4138,1884,50245,35671,31533,1.13,33.7,73.2,0.99,"{""2014"":1.08,""2015"":0.97,""2016"":1.04,""2017"":1.03,""2018"":1.05,""2019"":1.17,""2020"":1.16,""2021"":1.07,""2022"":0.99}",746,"[""11827/JANO"",""11520/temp"",""7865/HAVU"",""8504/SJ"",""8105/VITALIS"",""7331/iGame.com"",""7028/LGR"",""5136/Finland"",""4682/RCTIC"",""6220/Epiphany Bolt"",""5841/juho's team"",""5826/myMDL""]",0,0,0,0,0,0,0,N/A
Marek,8598,Tzu-Chi Huang,Taiwan,29,N/A,0.95,-373,470,12375,7923,8296,0.96,51.4,71.9,0.97,"{""2014"":0.69,""2015"":0.94,""2016"":0.92,""2017"":1.02,""2018"":1.06,""2019"":0.93,""2020"":0.96,""2021"":0.89,""2022"":0.83}",178,"[""10851/Wings Up"",""11542/YK"",""10847/After"",""10754/JMT"",""9107/BTRG"",""7024/EHOME"",""6773/VG.CyberZen"",""7043/Taiwan"",""5798/ZZCY""]",0,0,0,0,0,0,0,N/A
Karsa,8599,QiFang Su,China,31,N/A,0.94,-319,461,11782,7412,7731,0.96,48.7,70.4,0.79,"{""2014"":0.73,""2015"":1.04,""2016"":1.06,""2017"":0.9,""2018"":0.95,""2019"":0.95,""2020"":0.92}",176,"[""11544/WDNMD"",""10860/TSG"",""10022/OneThree"",""7660/Flash"",""7024/EHOME"",""8990/CAS Howl"",""6747/EDG"",""4863/TYLOO"",""6723/Devcat"",""6573/Wings"",""6519/PUZZLES"",""6110/Puzzle"",""6195/QeeYou"",""5798/ZZCY""]",0,1,0,0,0,0,0,N/A
advent,8600,Zhuo Liang,China,31,N/A,0.87,-2597,1216,31251,17320,19917,0.87,49.8,61.8,0.77,"{""2014"":0.81,""2015"":0.96,""2016"":0.94,""2017"":0.89,""2018"":0.89,""2019"":0.79,""2020"":0.82,""2021"":0.82,""2022"":0.81}",363,"[""11514/Rare Atom"",""7606/ViCi"",""9031/MFC"",""9037/VG.Flash"",""6773/VG.CyberZen"",""6503/CyberZen"",""6195/QeeYou"",""4864/Nface"",""5832/Nface.GM""]",0,1,0,0,0,0,0,N/A
zhokiNg,8601,WeiJie Zhong,China,29,N/A,1.06,1443,1243,31797,23892,22449,1.06,50.9,83.7,0.96,"{""2014"":1.01,""2015"":1.12,""2016"":1.14,""2017"":1.14,""2018"":1.01,""2019"":0.98,""2020"":0.97,""2021"":0.98}",248,"[""12160/Take me away"",""11542/YK"",""7606/ViCi"",""10482/Team China"",""9957/Eastern Giants"",""7660/Flash"",""9037/VG.Flash"",""4863/TYLOO"",""6773/VG.CyberZen"",""6503/CyberZen"",""6195/QeeYou"",""6303/China"",""4864/Nface"",""5832/Nface.GM""]",0,1,0,0,0,0,0,N/A
aumaN,8604,ZhiHong Liu,China,29,N/A,1.04,1201,891,22859,16169,14968,1.08,41.7,80.7,0.95,"{""2014"":0.96,""2015"":1.13,""2016"":1.12,""2017"":1.07,""2018"":0.95,""2019"":1.02,""2020"":1.03,""2021"":0.98}",290,"[""12160/Take me away"",""11514/Rare Atom"",""7606/ViCi"",""7660/Flash"",""6773/VG.CyberZen"",""6503/CyberZen"",""6195/QeeYou"",""4864/Nface"",""5832/Nface.GM""]",0,1,0,0,0,0,0,N/A
somebody,8605,HaoWen Xu,China,28,N/A,1.07,2189,1274,33000,24129,21940,1.1,45.8,79.8,0.94,"{""2014"":0.91,""2015"":1.05,""2016"":1.1,""2017"":1.1,""2018"":1.03,""2019"":1.08,""2020"":1.04,""2021"":1.04,""2022"":1.28}",436,"[""11273/Steel Helmet"",""11544/WDNMD"",""4863/TYLOO"",""10482/Team China"",""9957/Eastern Giants"",""9189/Team East"",""7660/Flash"",""6303/China"",""6519/PUZZLES"",""5806/pow""]",0,4,0,30,0,0,0,N/A
es3tag,8611,Patrick Hansen,Denmark,27,N/A,1.01,817,1378,36090,24633,23816,1.03,35.5,75.9,1,"{""2014"":0.44,""2015"":1.13,""2016"":1.09,""2017"":1.01,""2018"":1.03,""2019"":1.01,""2020"":1,""2021"":0.91}",425,"[""6667/FaZe"",""4411/Ninjas in Pyjamas"",""11706/Team Smoke"",""5005/Complexity"",""5752/Cloud9"",""6665/Astralis"",""10671/FunPlus Phoenix"",""7175/Heroic"",""4602/Tricked"",""6865/Escape"",""6807/Alpha"",""6976/HeyGuys"",""6133/Orbit"",""6754/ex-Epiphany"",""6220/Epiphany Bolt"",""6264/KappaKappa"",""5831/Isak""]",0,2,0,31,0,0,0,N/A
ptr,8707,Peter Gurney,United States,33,N/A,1.07,2699,1136,29729,20971,18272,1.15,26,73.3,0.96,"{""2014"":1.02,""2015"":1.05,""2016"":1.08,""2017"":1.07,""2018"":1.08,""2019"":1.13,""2020"":1,""2021"":1.1}",464,"[""11914/Pete's Hookah Lounge"",""8038/Party Astronauts"",""11556/fl0m's Money Crew"",""9799/Bad News Bears"",""5479/Mythic"",""10671/FunPlus Phoenix"",""10164/Riot Squad"",""10524/MDL All-Star chelo"",""10496/Dirty Peek Petes"",""10184/MDL All-Star Katie"",""9969/Team n0thing"",""4643/Denial"",""9400/Test Takers"",""5422/Dignitas"",""9068/ez money crew"",""5005/Complexity"",""6673/NRG"",""6301/Splyce"",""6364/ex-eLevate"",""6021/Luminosity"",""5974/CLG"",""4645/mouseSpaz""]",0,1,0,0,0,0,0,N/A
Slemmy,8708,Alec White,United States,32,N/A,0.85,-1313,445,11663,6638,7951,0.83,49.6,63.7,0.78,"{""2015"":0.86,""2016"":0.83,""2017"":0.87}",121,"[""9400/Test Takers"",""9201/Born Again Hard"",""5005/Complexity"",""6736/Selfless"",""5752/Cloud9"",""6914/Without a Roof"",""6794/KKona"",""6641/Obey.Alliance"",""6301/Splyce"",""6457/Nexus Storm"",""6364/ex-eLevate"",""5454/SKDC""]",0,0,0,6,0,0,0,N/A
Sonic,8711,Aran Groesbeek,South Africa,24,N/A,1.09,2372,983,25306,18563,16191,1.15,46.3,78.5,0.99,"{""2015"":1.41,""2016"":1.25,""2017"":1.3,""2018"":1.14,""2019"":1.07,""2020"":0.98,""2021"":1.05,""2022"":1.28}",349,"[""9799/Bad News Bears"",""5005/Complexity"",""11667/Nixuh"",""10948/Extra Salt"",""10882/ex-Cloud9"",""5752/Cloud9"",""9943/ATK"",""5991/Envy"",""4643/Denial"",""5158/Bravado"",""9016/MDL All-Star freakazoid"",""5153/Energy""]",0,0,0,0,0,0,0,N/A
DeadFox,8716,Bence Böröcz,Hungary,28,N/A,0.98,-54,807,21060,13856,13910,1,38.4,69.5,0.95,"{""2014"":0.8,""2015"":1.14,""2016"":1.05,""2017"":0.96,""2018"":0.87}",255,"[""9993/pzd"",""5310/HellRaisers"",""5058/Hungary"",""6865/Escape"",""6405/Orgless"",""6675/PixelFire"",""6460/CSGO.one"",""6133/Orbit"",""4982/XPC"",""6222/k1ck"",""5579/volgare"",""6106/H2B"",""4903/WiLD""]",0,3,0,19,0,0,0,N/A
1uke,8724,Aleksey Zimin,Russia,30,N/A,1,223,623,16179,11017,10794,1.02,26.4,71.6,0.77,"{""2015"":0.95,""2016"":1.04,""2017"":1.03,""2018"":0.99,""2019"":1.03}",207,"[""10627/Moscow Five Academy"",""8847/HOLLYWOOD"",""9182/Monolith"",""9193/PLINK"",""6651/Gambit"",""7020/Spirit"",""8669/Espada"",""7523/1337"",""7900/Spirit Academy"",""8135/FORZE"",""4608/Natus Vincere"",""7252/Quantum Bellator"",""5004/USSR"",""7172/Tarantula"",""7017/Space Jam"",""6921/Vesuvius"",""6669/Binary Dragons"",""6752/Tempest"",""6597/Quest"",""6471/YP"",""5716/Enervate"",""6167/Phenomenon"",""5018/Divine""]",0,0,0,0,0,0,0,N/A
facecrack,8726,Dmitriy Alekseyev,Russia,29,N/A,0.99,-710,1761,46990,32825,33535,0.98,48.3,77.9,0.98,"{""2015"":1.01,""2016"":0.98,""2017"":0.98,""2018"":1.04,""2019"":1.02,""2020"":0.93,""2021"":0.98,""2022"":1.06}",375,"[""12395/AiMMERS"",""10817/Invictus International"",""11857/JiJieHao International"",""10831/Entropiq"",""11759/KJlACCHblE"",""11386/0to100"",""11219/INDE IRAE"",""11174/PORTUGAL"",""11129/bankaPEPSI"",""11098/XXXXXXX"",""11055/HLTZINC"",""8135/FORZE"",""8348/ex-Spartak"",""7797/Spartak"",""4610/RuSh3D"",""7489/EPG"",""5949/PiTER"",""6724/Preparation"",""6923/ANOX"",""6132/Method""]",0,1,0,2,0,0,0,N/A
waterfaLLZ,8727,Nikita Matveyev,Russia,28,N/A,1,338,906,24053,16509,16171,1.02,27.1,72.5,0.96,"{""2015"":0.98,""2016"":0.98,""2017"":1,""2018"":1,""2019"":1.1,""2020"":0.98,""2021"":1.03}",271,"[""8211/NASR"",""11371/xDDDD"",""11654/ASG"",""11113/AVE"",""10421/Hard Legion"",""10096/EXTREMUM"",""9567/tomorrow will be better"",""9183/Winstrike"",""7367/Quantum Bellator Fire"",""7489/EPG"",""5949/PiTER"",""6495/Revolte"",""6652/GameAgents"",""6132/Method""]",0,2,0,0,0,0,0,N/A
