Aug 01 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
Karsa,8599,QiFang Su,China,31,N/A,0.94,-319,461,11782,7412,7731,0.96,48.7,70.4,0.79,"{""2014"":0.73,""2015"":1.04,""2016"":1.06,""2017"":0.9,""2018"":0.95,""2019"":0.95,""2020"":0.92}",176,"[""10860/TSG"",""10022/OneThree"",""7660/Flash"",""7024/EHOME"",""6573/Wings"",""6519/PUZZLES""]",0,1,0,0,0,0,0,N/A
advent,8600,Zhuo Liang,China,31,N/A,0.87,-2597,1216,31251,17320,19917,0.87,49.8,61.8,0.77,"{""2014"":0.81,""2015"":0.96,""2016"":0.94,""2017"":0.89,""2018"":0.89,""2019"":0.79,""2020"":0.82,""2021"":0.82,""2022"":0.81}",363,"[""11514/Rare Atom"",""7606/ViCi"",""6773/VG.CyberZen"",""6503/CyberZen""]",0,1,0,0,0,0,0,N/A
zhokiNg,8601,WeiJie Zhong,China,29,N/A,1.06,1443,1243,31797,23892,22449,1.06,50.9,83.7,0.96,"{""2014"":1.01,""2015"":1.12,""2016"":1.14,""2017"":1.14,""2018"":1.01,""2019"":0.98,""2020"":0.97,""2021"":0.98}",248,"[""12160/Take me away"",""11542/YK"",""11514/Rare Atom"",""7606/ViCi"",""7660/Flash"",""9037/VG.Flash"",""6773/VG.CyberZen"",""6503/CyberZen""]",0,1,0,0,0,0,0,N/A
aumaN,8604,ZhiHong Liu,China,29,N/A,1.04,1201,891,22859,16169,14968,1.08,41.7,80.7,0.95,"{""2014"":0.96,""2015"":1.13,""2016"":1.12,""2017"":1.07,""2018"":0.95,""2019"":1.02,""2020"":1.03,""2021"":0.98}",290,"[""12160/Take me away"",""11514/Rare Atom"",""7606/ViCi"",""7660/Flash"",""6773/VG.CyberZen"",""6503/CyberZen""]",0,1,0,0,0,0,0,N/A
somebody,8605,HaoWen Xu,China,28,N/A,1.07,2155,1268,32833,23992,21837,1.1,45.7,79.8,0.94,"{""2014"":0.91,""2015"":1.05,""2016"":1.1,""2017"":1.1,""2018"":1.03,""2019"":1.08,""2020"":1.04,""2021"":1.04,""2022"":1.28}",434,"[""11273/Steel Helmet"",""4863/TYLOO""]",0,4,0,30,0,0,0,N/A
es3tag,8611,Patrick Hansen,Denmark,27,N/A,1.01,817,1378,36090,24633,23816,1.03,35.5,75.9,1,"{""2014"":0.44,""2015"":1.13,""2016"":1.09,""2017"":1.01,""2018"":1.03,""2019"":1.01,""2020"":1,""2021"":0.91}",425,"[""4411/Ninjas in Pyjamas"",""5005/Complexity"",""5752/Cloud9"",""6665/Astralis"",""7175/Heroic"",""4602/Tricked"",""6865/Escape"",""6220/Epiphany Bolt""]",0,2,0,31,0,0,0,N/A
ptr,8707,Peter Gurney,United States,33,N/A,1.07,2699,1136,29729,20971,18272,1.15,26,73.3,0.96,"{""2014"":1.02,""2015"":1.05,""2016"":1.08,""2017"":1.07,""2018"":1.08,""2019"":1.13,""2020"":1,""2021"":1.1}",464,"[""8038/Party Astronauts"",""9799/Bad News Bears"",""10164/Riot Squad"",""5422/Dignitas"",""5005/Complexity"",""6673/NRG"",""6301/Splyce"",""5479/Mythic"",""6021/Luminosity"",""5974/CLG"",""5671/Justus Pro""]",0,1,0,0,0,0,0,N/A
Slemmy,8708,Alec White,United States,32,N/A,0.85,-1313,445,11663,6638,7951,0.83,49.6,63.7,0.78,"{""2015"":0.86,""2016"":0.83,""2017"":0.87}",121,"[""5005/Complexity"",""6736/Selfless"",""5752/Cloud9"",""6641/Obey.Alliance"",""6301/Splyce"",""5454/SKDC""]",0,0,0,6,0,0,0,N/A
Sonic,8711,Aran Groesbeek,South Africa,24,N/A,1.09,2358,979,25214,18492,16134,1.15,46.3,78.5,0.99,"{""2015"":1.41,""2016"":1.25,""2017"":1.3,""2018"":1.14,""2019"":1.07,""2020"":0.98,""2021"":1.05,""2022"":1.28}",349,"[""11667/Nixuh"",""10948/Extra Salt"",""5752/Cloud9"",""9943/ATK"",""5991/Envy"",""4643/Denial"",""5158/Bravado""]",0,0,0,0,0,0,0,N/A
DeadFox,8716,Bence Böröcz,Hungary,28,N/A,0.98,-54,807,21060,13856,13910,1,38.4,69.5,0.95,"{""2014"":0.8,""2015"":1.14,""2016"":1.05,""2017"":0.96,""2018"":0.87}",255,"[""5310/HellRaisers"",""6865/Escape"",""6405/Orgless"",""6460/CSGO.one"",""6222/k1ck""]",0,3,0,19,0,0,0,N/A
1uke,8724,Aleksey Zimin,Russia,30,N/A,1,223,623,16179,11017,10794,1.02,26.4,71.6,0.77,"{""2015"":0.95,""2016"":1.04,""2017"":1.03,""2018"":0.99,""2019"":1.03}",207,"[""10627/Moscow Five Academy"",""8847/HOLLYWOOD"",""9193/PLINK"",""8669/Espada"",""7900/Spirit Academy"",""7523/1337"",""6471/YP"",""5716/Enervate"",""6167/Phenomenon""]",0,0,0,0,0,0,0,N/A
facecrack,8726,Dmitriy Alekseyev,Russia,29,N/A,0.99,-711,1759,46935,32782,33493,0.98,48.3,77.9,0.98,"{""2015"":1.01,""2016"":0.98,""2017"":0.98,""2018"":1.04,""2019"":1.02,""2020"":0.93,""2021"":0.98}",373,"[""10817/Invictus International"",""11857/JiJieHao International"",""11759/KJlACCHblE"",""11382/DNG"",""11219/INDE IRAE"",""11129/bankaPEPSI"",""10788/selectah"",""8135/FORZE"",""7797/Spartak"",""7489/EPG"",""6724/Preparation"",""6923/ANOX"",""6132/Method"",""5949/PiTER""]",0,1,0,2,0,0,0,N/A
waterfaLLZ,8727,Nikita Matveyev,Russia,28,N/A,1,338,906,24053,16509,16171,1.02,27.1,72.5,0.96,"{""2015"":0.98,""2016"":0.98,""2017"":1,""2018"":1,""2019"":1.1,""2020"":0.98,""2021"":1.03}",271,"[""11371/xDDDD"",""11654/ASG"",""11113/AVE"",""10421/Hard Legion"",""10096/EXTREMUM"",""9183/Winstrike"",""7367/Quantum Bellator Fire"",""7489/EPG"",""6132/Method"",""5949/PiTER""]",0,2,0,0,0,0,0,N/A
bodito,8733,Patrik Boda,Hungary,25,N/A,0.96,-491,543,14427,9673,10164,0.95,47.3,73.9,0.87,"{""2015"":1,""2016"":1,""2017"":0.98,""2018"":1.03,""2019"":1.09,""2020"":0.9,""2021"":0.89,""2022"":0.96}",134,"[""12313/ex-DomiNation"",""12182/DomiNation"",""12163/ex-Rapid Ninjas"",""12092/Rapid Ninjas"",""11001/ONYX"",""9802/Budapest Five"",""9939/Salamander"",""7673/Sensei"",""6737/Pixel"",""6059/Rock""]",0,0,0,0,0,0,0,N/A
autimatic,8735,Timothy Ta,United States,26,N/A,1.07,2287,1277,33426,24703,22416,1.1,44.8,79.5,1.07,"{""2015"":1.03,""2016"":1.1,""2017"":1.09,""2018"":1.11,""2019"":1.05,""2020"":1.04,""2022"":1.01}",379,"[""10399/Evil Geniuses"",""10514/Gen.G"",""5752/Cloud9"",""5996/TSM"",""5005/Complexity"",""6098/Nihilum""]",1,5,4,57,1,1,0,17
EliGE,8738,Jonathan Jablonowski,United States,26,N/A,1.08,3149,1767,46502,34885,31736,1.1,48.8,83,1.11,"{""2015"":1.06,""2016"":1.05,""2017"":1.11,""2018"":1.07,""2019"":1.15,""2020"":1.1,""2021"":1.06,""2022"":1.07}",440,"[""5005/Complexity"",""5973/Liquid"",""5775/ELEVATE"",""5671/Justus Pro""]",0,12,9,90,4,5,2,4
emagine,8744,Chris Rowlands,Australia,32,N/A,1.01,487,751,18931,12837,12350,1.04,45.9,73.6,0.77,"{""2015"":1,""2016"":1,""2017"":0.99,""2018"":1.01,""2019"":1.01,""2020"":1.08}",211,"[""8668/ORDER"",""8021/Kings"",""6386/Winterfox"",""4791/Immunity""]",0,1,0,0,0,0,0,N/A
Rickeh,8745,Ricardo Mulholland,Australia,31,N/A,1.07,2388,962,25181,17834,15446,1.15,37.7,77.3,1.04,"{""2015"":1.08,""2016"":1.08,""2017"":1.05,""2018"":1.04,""2019"":0.95,""2020"":1.1,""2021"":1.15}",367,"[""11636/Aftershock"",""8668/ORDER"",""5005/Complexity"",""7157/Rogue"",""5974/CLG"",""6211/Renegades"",""4791/Immunity""]",0,4,0,15,0,0,0,N/A
SileNt,8752,Samuel Portillo,United States,28,N/A,0.94,-788,624,16235,10751,11539,0.93,36.1,70.9,0.81,"{""2015"":0.98,""2016"":0.89,""2017"":0.99,""2018"":0.96}",191,"[""5479/Mythic"",""9523/Old Guys Club"",""7726/Swole Patrol"",""7220/Muffin Lightning"",""7104/Rush"",""6673/NRG"",""6132/Method""]",0,0,0,3,0,0,0,N/A
zewsy,8764,Ryan Palmer,New Zealand,26,N/A,1.04,667,618,15666,11142,10475,1.06,41,79,0.86,"{""2015"":1.12,""2016"":0.98,""2017"":1,""2018"":1.11}",189,"[""6010/Chiefs"",""7517/Tainted Minds"",""6386/Winterfox"",""4791/Immunity""]",0,0,0,0,0,0,0,N/A
ofnu,8767,Chris Hanley,New Zealand,30,N/A,1.06,1380,852,21778,15793,14413,1.1,48.9,79.7,0.85,"{""2015"":1.05,""2016"":0.99,""2017"":1.04,""2018"":1.12,""2019"":1.08}",224,"[""5293/AVANT"",""6010/Chiefs"",""7517/Tainted Minds"",""6386/Winterfox"",""6468/Legacy""]",0,0,0,0,0,0,0,N/A
MoeycQ,8770,Mohammed Tizani,Australia,30,N/A,1.02,410,639,16594,11650,11240,1.04,36.9,75.2,0.84,"{""2015"":0.96,""2016"":1.14,""2017"":1,""2018"":1,""2019"":0.98,""2020"":1.07,""2021"":1.1}",205,"[""6161/Skyfire"",""10664/i sleep"",""8738/MC"",""8536/Ground Zero"",""6010/Chiefs"",""5293/AVANT"",""5680/Athletico"",""8008/Grayhound"",""4791/Immunity""]",0,0,0,0,0,0,0,N/A
USTILO,8771,Karlo Pivac,Australia,29,N/A,1.03,931,1153,29801,20989,20058,1.05,46,77.5,0.98,"{""2015"":1.04,""2016"":1.05,""2017"":1.01,""2018"":0.95,""2019"":1.05,""2020"":1.1,""2021"":1.07}",312,"[""8668/ORDER"",""7517/Tainted Minds"",""6211/Renegades"",""4791/Immunity""]",0,3,1,22,0,0,0,N/A
JUGi,8783,Jakob Hansen,Denmark,26,N/A,1.09,2676,940,24427,17527,14851,1.18,27.8,74.1,1.04,"{""2015"":1.07,""2016"":1.22,""2017"":1.12,""2018"":1.07,""2019"":1,""2020"":0.9}",352,"[""11281/South"",""7533/North"",""6615/OpTic"",""7175/Heroic"",""4602/Tricked"",""6807/Alpha"",""5208/Reason""]",0,2,0,26,0,0,0,N/A
jR,8786,Dmitriy Chervak,Ukraine,29,N/A,1,388,940,25107,16803,16415,1.02,34.8,71.1,0.95,"{""2015"":1.11,""2016"":1.03,""2017"":1,""2018"":1.02,""2019"":0.96,""2020"":1.02,""2021"":0.93}",338,"[""11716/Iron Branch"",""11385/Run or Die"",""11001/ONYX"",""5310/HellRaisers"",""6094/Vega Squadron"",""6923/ANOX"",""6408/Arcade""]",0,4,0,5,0,0,0,N/A
mir,8789,Nikolay Bityukov,Russia,27,N/A,1.1,2792,1064,28092,21325,18533,1.15,52,81.5,1.09,"{""2015"":1.13,""2016"":1.09,""2017"":1.12,""2018"":0.96,""2019"":1.08,""2020"":1.14,""2021"":1.12,""2022"":1.13}",302,"[""5378/Virtus.pro"",""10831/Entropiq"",""7020/Spirit"",""6651/Gambit"",""6094/Vega Squadron"",""6408/Arcade""]",0,4,0,12,0,0,0,N/A
hutji,8790,Pavel Lashkov,Russia,27,N/A,0.93,-664,453,12010,7719,8383,0.92,48.4,72,0.88,"{""2015"":0.95,""2016"":0.93,""2017"":0.98,""2018"":0.92,""2019"":0.89}",126,"[""10727/Excellency"",""7969/Nemiga"",""10104/buaksib"",""6094/Vega Squadron"",""6408/Arcade""]",0,4,0,5,0,0,0,N/A
Stewie2K,8797,Jake Yip,United States,25,N/A,1.01,390,1523,39766,27645,27255,1.01,49.4,77.6,1.04,"{""2015"":1.02,""2016"":1.08,""2017"":1.09,""2018"":1.01,""2019"":0.99,""2020"":0.92,""2021"":0.94}",410,"[""10399/Evil Geniuses"",""5973/Liquid"",""9215/MIBR"",""6137/SK"",""5752/Cloud9"",""6301/Splyce"",""5454/SKDC""]",1,7,12,76,2,0,0,N/A
stfN,8800,Stefan Seier,Germany,30,N/A,1.03,1442,1365,36267,25135,23693,1.06,46.5,75.6,1.01,"{""2015"":1.09,""2016"":0.99,""2017"":1.01,""2018"":1.05,""2019"":0.99,""2020"":1.05,""2021"":1.03}",497,"[""10968/cowana"",""4501/ALTERNATE aTTaX"",""5395/PENTA"",""5093/KILLERFISH""]",0,0,0,0,0,0,0,N/A
akez,8837,Kristian Kornbakk,Norway,31,N/A,0.91,-1114,572,15395,9668,10782,0.9,54.9,70.8,0.87,"{""2015"":0.76,""2017"":0.72,""2018"":0.99,""2019"":0.95,""2020"":0.9,""2021"":0.93,""2022"":0.91}",156,"[""12314/ex-777"",""10943/777"",""9806/Apeks"",""8537/Kingpins"",""8473/NOREG""]",0,0,0,0,0,0,0,N/A
Ryxxo,8848,Thomas Nielsen,Denmark,26,N/A,1.08,2059,906,23810,17063,15004,1.14,33.2,76.1,0.95,"{""2015"":1.14,""2016"":1.08,""2017"":1.1,""2018"":1.03,""2019"":1.05,""2020"":1.06,""2021"":1.08,""2022"":1.1}",387,"[""11134/CEPTER"",""11712/Sashi"",""11487/Los Reyes"",""11456/Linx Legacy"",""7743/OPAA"",""8704/AGF"",""8769/Nordavind"",""7674/Ambush"",""9981/STEP"",""9214/unknown"",""4602/Tricked"",""6978/Singularity"",""6807/Alpha""]",0,0,0,0,0,0,0,N/A
Lukki,8871,Lucas Pilheden,Denmark,23,N/A,0.99,-18,895,23495,15654,15672,1,51.2,72.4,1,"{""2015"":1.1,""2016"":0.99,""2017"":1.01,""2018"":0.98,""2019"":1,""2020"":0.97}",279,"[""8704/AGF"",""4602/Tricked"",""6978/Singularity"",""6807/Alpha""]",0,0,0,0,0,0,0,N/A
gade,8875,Nicklas Gade,Denmark,28,N/A,0.99,-121,958,25224,16692,16813,0.99,53.6,72.6,0.97,"{""2015"":0.96,""2016"":0.99,""2017"":1.07,""2018"":0.96,""2019"":0.96,""2020"":0.97}",251,"[""7532/BIG"",""11084/HYENAS"",""7533/North"",""6615/OpTic"",""7713/North Academy"",""6978/Singularity""]",0,3,0,20,0,0,0,N/A
Nodios,8891,Magnus Olsen,Denmark,24,N/A,1.01,633,977,26315,17819,17186,1.04,54.2,75.5,1,"{""2015"":1.27,""2017"":1.01,""2018"":1.08,""2019"":1,""2020"":1,""2021"":1.01,""2022"":1}",339,"[""11419/ECSTATIC"",""4602/Tricked"",""11825/TITANS"",""11536/ex-AGF"",""8704/AGF"",""7461/Copenhagen Flames"",""4468/x6tence"",""9788/ex-Fragsters"",""8716/GoldenGitte"",""8706/Ignite""]",0,0,0,0,0,0,0,N/A
niki1,8917,Nikolay Pantaleev,Bulgaria,32,N/A,0.96,-973,1285,33719,21992,22965,0.96,49,74.9,0.92,"{""2015"":1.16,""2016"":1.1,""2017"":1.04,""2018"":1.1,""2019"":0.96,""2020"":0.87,""2021"":0.85,""2022"":0.89}",406,"[""12000/500"",""11800/NeedDOCTOR"",""9863/FATE"",""6762/Bpro"",""6959/MK"",""8347/ex-Outlaws"",""7397/Outlaws"",""4690/HEADSHOTBG""]",0,0,0,0,0,0,0,N/A
electroNic,8918,Denis Sharipov,Russia,24,N/A,1.09,3088,1439,38102,28208,25120,1.12,50,82.6,1.12,"{""2015"":1.13,""2016"":1.05,""2017"":1.12,""2018"":1.15,""2019"":1.13,""2020"":1.07,""2021"":1.05,""2022"":1.01}",456,"[""5752/Cloud9"",""4608/Natus Vincere"",""5988/FlipSid3"",""7060/NokSuKao"",""6684/Empire"",""6472/Rebels""]",1,10,12,52,1,4,4,4
splashske,8943,Nevin Aw,Singapore,24,N/A,1.11,1811,722,18651,14145,12334,1.15,38.4,78.5,0.88,"{""2015"":1.19,""2016"":1.13,""2017"":1.13,""2018"":1.09,""2019"":1.18,""2020"":1}",241,"[""10569/HZ"",""6898/BOOT"",""7567/BOOT-d[S]"",""6714/dream[S]cape""]",0,0,0,0,0,0,0,N/A
Benkai,8944,Benedict Tan,Singapore,26,N/A,1.14,2046,603,15560,12164,10118,1.2,46.7,85.4,0.97,"{""2015"":1.13,""2016"":1.18,""2017"":1.14,""2018"":1.09,""2019"":1.17,""2020"":1.11}",244,"[""10609/Paper Rex"",""10569/HZ"",""6898/BOOT"",""7567/BOOT-d[S]"",""6714/dream[S]cape""]",0,0,0,0,0,0,0,N/A
kaze,8950,Andrew Khong,Malaysia,29,N/A,1.18,4544,979,25527,19571,15027,1.3,30.5,78.4,1.06,"{""2015"":1.19,""2016"":1.25,""2017"":1.17,""2018"":1.16,""2019"":1.24,""2020"":1.18,""2021"":1.14,""2022"":1.14}",448,"[""11514/Rare Atom"",""7606/ViCi"",""7660/Flash"",""7491/JYP"",""7421/Fire Dragoon"",""6109/MVP.karnal""]",0,2,0,0,0,0,0,N/A
roseau,8951,Baskoro Dwi Putra,Indonesia,30,N/A,1.01,84,418,10537,7505,7421,1.01,40.3,77.8,0.87,"{""2015"":1.03,""2016"":0.95,""2017"":1.06,""2018"":0.99,""2019"":0.98,""2020"":1.02}",118,"[""7733/BOOM"",""7344/Recca"",""5258/nxl""]",0,0,0,0,0,0,0,N/A
LOVEYY,8957,KunHua Bai,China,34,N/A,1.04,699,708,17977,12939,12240,1.06,52,78,0.95,"{""2015"":1.21,""2016"":1.13,""2017"":1,""2018"":0.93,""2019"":1.02}",211,"[""10860/TSG"",""7660/Flash"",""9037/VG.Flash"",""6773/VG.CyberZen"",""6573/Wings"",""6519/PUZZLES""]",0,1,0,0,0,0,0,N/A
MiGHTYMAX,8983,Max Heath,United Kingdom,26,N/A,0.89,-2868,1446,38429,22232,25100,0.89,49.6,65.3,0.83,"{""2015"":0.98,""2016"":0.88,""2017"":1.02,""2018"":0.92,""2019"":0.89,""2020"":0.87,""2021"":0.9,""2022"":0.88}",511,"[""7234/Endpoint"",""10420/Phoenix"",""4445/FMESPORTS""]",0,0,0,0,0,0,0,N/A
HS,8994,Kevin Tarn,Estonia,26,N/A,1.02,388,1083,28952,20540,20152,1.02,49.2,78.4,0.98,"{""2015"":1.2,""2016"":1.13,""2017"":1.04,""2018"":0.96,""2019"":0.98,""2020"":1.01,""2021"":0.95,""2022"":0.98}",305,"[""12371/ORKS"",""10968/cowana"",""11102/GORILLAZ"",""8769/Nordavind"",""9928/GamerLegion"",""9855/Uruguay"",""7613/Red Reserve"",""6118/Tempo Storm"",""6615/OpTic"",""5395/PENTA"",""4477/Publiclir.se"",""5572/OnlineBOTS""]",0,1,0,6,0,0,0,N/A
JUST,8998,Tiago Moura,Portugal,27,N/A,1.02,872,1055,27864,19103,18231,1.05,54.9,74.9,0.98,"{""2015"":1.07,""2016"":1.14,""2017"":1.03,""2018"":1.04,""2019"":1.03,""2020"":1.02,""2021"":1.05,""2022"":0.99}",312,"[""7718/Movistar Riders"",""10567/SAW"",""8515/OFFSET"",""5524/AlienTech"",""4469/k1ck""]",0,0,0,0,0,0,0,N/A
FANAT ROCKA,9008,Vasiliy Trusov,Russia,31,N/A,1.02,453,465,12150,8262,7809,1.06,27.1,71.8,1.06,"{""2015"":1.08,""2016"":1.08,""2017"":0.98,""2018"":1.01,""2019"":1.02}",171,"[""10944/VRTX"",""9287/Unique"",""7017/Space Jam"",""7367/Quantum Bellator Fire"",""6669/Binary Dragons""]",0,0,0,0,0,0,0,N/A
MAiNLiNE,9017,Michael Jaber,United States,26,N/A,0.89,-1064,437,11092,6904,7968,0.87,51.7,69.1,0.84,"{""2015"":0.93,""2016"":0.86,""2017"":0.93,""2018"":0.81}",128,"[""9014/The Pioneers"",""7879/Mask Off"",""7106/eUnited"",""6736/Selfless"",""6191/Enemy"",""6132/Method""]",0,0,0,0,0,0,0,N/A
Surreal,9019,Kia Man,United Kingdom,27,N/A,0.96,-1004,1790,47116,30601,31605,0.97,44.5,71.7,0.9,"{""2015"":1.16,""2016"":0.91,""2017"":0.99,""2018"":0.98,""2019"":0.96,""2020"":0.98,""2021"":0.96,""2022"":0.93}",521,"[""7234/Endpoint"",""10420/Phoenix"",""10225/ex-Epsilon"",""4688/Epsilon"",""5005/Complexity""]",0,0,0,0,0,0,0,N/A
valde,9031,Valdemar Bjørn Vangså,Denmark,28,N/A,1.08,2841,1294,34424,25145,22304,1.13,46.8,79.6,1.08,"{""2015"":1.05,""2016"":1.14,""2017"":1.05,""2018"":1.11,""2019"":1.05,""2020"":1.06,""2021"":1.07}",345,"[""4869/ENCE"",""10503/OG"",""7533/North"",""7175/Heroic"",""7059/X"",""4548/CPH Wolves""]",0,4,4,39,2,1,0,20
Magisk,9032,Emil Reif,Denmark,25,N/A,1.07,3406,1572,41495,29619,26213,1.13,47.6,79.4,1.1,"{""2015"":1.14,""2016"":1.14,""2017"":1.07,""2018"":1.1,""2019"":1.1,""2020"":1.03,""2021"":0.99,""2022"":0.99}",466,"[""9565/Vitality"",""6665/Astralis"",""6615/OpTic"",""7533/North"",""5422/Dignitas"",""6137/SK""]",4,9,20,72,2,4,2,5
ryx,9042,Ronnie Bylicki,United States,30,N/A,1.09,1181,491,12856,9797,8616,1.14,36.3,83.7,1.01,"{""2015"":1.09,""2016"":1.06,""2017"":1.13}",201,"[""5422/Dignitas"",""7801/Ghost"",""6301/Splyce"",""6680/Echo Fox"",""6292/Conquest"",""6118/Tempo Storm"",""5921/Ascendancy""]",0,0,0,0,0,0,0,N/A
ANDROID,9043,Bradley Fodor,Canada,29,N/A,1.04,1036,835,21741,15394,14358,1.07,50.7,75.7,0.92,"{""2015"":1.11,""2016"":0.95,""2017"":1.05,""2018"":1.07,""2019"":1}",299,"[""6238/Ze Pug Godz"",""5991/Envy"",""5005/Complexity"",""6117/ACE""]",0,1,0,0,0,0,0,N/A
koosta,9056,Kenneth Suen,United States,27,N/A,1.06,1341,977,25766,18522,17181,1.08,37.3,76.1,0.99,"{""2015"":1.11,""2016"":1.04,""2017"":1.1,""2018"":1.08,""2019"":1,""2020"":1}",331,"[""11491/Orgless"",""10514/Gen.G"",""5752/Cloud9"",""7801/Ghost"",""5906/Torqued"",""5974/CLG"",""5973/Liquid"",""6191/Enemy""]",0,1,0,21,0,0,0,N/A
Nifty,9069,Noah Francis,United States,25,N/A,1,255,907,23815,16094,15839,1.02,36.9,70.4,0.94,"{""2015"":1.07,""2016"":1.03,""2017"":1.02,""2018"":0.98,""2019"":1.01,""2020"":0.95}",337,"[""11660/Take Flyte"",""12077/4ORMULA"",""5991/Envy"",""6211/Renegades"",""6736/Selfless""]",0,2,1,21,0,0,0,N/A
k0nfig,9078,Kristian Wienecke,Denmark,26,N/A,1.08,2503,1710,45373,33905,31402,1.08,55.8,80.5,1.08,"{""2015"":1.08,""2016"":1.11,""2017"":1.1,""2018"":1.06,""2019"":1.04,""2020"":1.09,""2021"":1.09,""2022"":1.03}",399,"[""4411/Ninjas in Pyjamas"",""6665/Astralis"",""5005/Complexity"",""6615/OpTic"",""7533/North"",""5422/Dignitas"",""6137/SK"",""5208/Reason""]",0,7,2,53,2,1,0,14
S0tF1k,9081,Dmitry Forostyanko,Russia,28,N/A,0.92,-2336,1419,37405,23251,25587,0.91,49.3,70.9,0.9,"{""2015"":1.01,""2016"":1.01,""2017"":0.93,""2018"":0.92,""2019"":0.84,""2020"":0.87,""2022"":0.91}",392,"[""7900/Spirit Academy"",""8669/Espada"",""7020/Spirit"",""6408/Arcade"",""6471/YP"",""5716/Enervate"",""6167/Phenomenon""]",0,2,0,0,0,0,0,N/A
COLDYY1,9083,Pavel Veklenko,Ukraine,31,N/A,1.06,1718,947,24917,17902,16184,1.11,55.1,77.5,0.96,"{""2015"":1.06,""2016"":1.06,""2017"":1.05,""2018"":1.08}",351,"[""11456/Linx Legacy"",""7020/Spirit"",""6408/Arcade"",""6471/YP"",""5716/Enervate"",""6167/Phenomenon""]",0,2,0,0,0,0,0,N/A
Sico,9102,Simon Williams,New Zealand,28,N/A,1.12,3615,1024,25981,19104,15489,1.23,36.3,77.9,0.89,"{""2015"":1.1,""2016"":1.1,""2017"":1.2,""2018"":1.22,""2019"":1.16,""2020"":1.1,""2021"":0.99,""2022"":1.01}",320,"[""8008/Grayhound"",""8668/ORDER"",""6211/Renegades"",""7517/Tainted Minds"",""8021/Kings"",""5293/AVANT"",""7077/Parallax""]",0,5,0,0,0,0,0,N/A
rbz,9103,Daniel Urbani,Australia,29,N/A,0.99,138,647,16903,11278,11140,1.01,48.9,73.3,0.88,"{""2015"":1.14,""2016"":1.09,""2017"":0.99,""2018"":0.99,""2019"":0.94,""2020"":1.01}",266,"[""7983/Paradox"",""5607/SYF"",""5293/AVANT"",""6922/Corvidae"",""5290/TRIDENT""]",0,0,0,0,0,0,0,N/A
tucks,9108,Tyler Reilly,Australia,26,N/A,1.05,1225,738,18735,13313,12088,1.1,44.1,76,0.82,"{""2015"":1.09,""2016"":1.17,""2017"":1.08,""2018"":1.04,""2019"":1.03,""2020"":1.04,""2022"":0.92}",242,"[""11668/Mindfreak"",""12151/Majestic Foghorns"",""8668/ORDER"",""6010/Chiefs""]",0,0,0,0,0,0,0,N/A
dexter,9115,Christopher Nong,Australia,28,N/A,1.06,1637,1129,29157,21147,19510,1.08,48.8,79.5,0.93,"{""2015"":0.63,""2016"":0.97,""2017"":1.08,""2018"":1.2,""2019"":1.16,""2020"":1.19,""2021"":0.9,""2022"":0.91}",298,"[""4991/fnatic"",""4494/MOUZ"",""6211/Renegades"",""8008/Grayhound"",""7517/Tainted Minds"",""6386/Winterfox""]",0,5,0,22,0,0,0,N/A
Drone,9130,Taylor Johnson,United States,25,N/A,0.99,-168,454,11841,8164,8332,0.98,61.8,75.2,0.86,"{""2015"":1,""2016"":1.1,""2017"":0.98,""2018"":0.95,""2019"":0.98}",104,"[""10092/Peeker's Advantage"",""5991/Envy"",""6301/Splyce""]",0,0,0,0,0,0,0,N/A
Brehze,9136,Vincent Cayonte,United States,25,N/A,1.09,2700,1259,32919,24803,22103,1.12,52.8,79.9,1.06,"{""2015"":1.13,""2016"":1.07,""2017"":1.11,""2018"":1.14,""2019"":1.14,""2020"":1.14,""2021"":0.98,""2022"":1.01}",363,"[""10399/Evil Geniuses"",""6673/NRG"",""6736/Selfless"",""6981/Kaliber"",""6641/Obey.Alliance""]",0,4,4,42,3,2,1,8
XigN,9172,Hyun-Pyo Lee,Korea,26,N/A,1.13,2490,813,21094,16254,13764,1.18,52.5,81.4,0.98,"{""2015"":0.98,""2016"":1.17,""2017"":1.19,""2018"":1.19,""2019"":1.15,""2020"":1.13,""2021"":1.07,""2022"":1.02}",319,"[""11135/NKT"",""10872/NG"",""9107/BTRG"",""7354/MVP PK"",""6474/MVP Project""]",0,0,0,11,0,0,0,N/A
HSK,9174,Hae-Sung Kim,Korea,28,N/A,1.04,845,540,13851,9678,8833,1.1,31.1,75.2,0.83,"{""2015"":0.94,""2016"":1.1,""2017"":1.1,""2018"":0.99}",168,"[""7354/MVP PK"",""8852/GOSU"",""6474/MVP Project""]",0,0,0,0,0,0,0,N/A
coldzera,9216,Marcelo David,Brazil,28,N/A,1.13,5633,1565,41032,31062,25429,1.22,49.6,78.5,1.13,"{""2015"":1.16,""2016"":1.24,""2017"":1.23,""2018"":1.16,""2019"":1.12,""2020"":1.02,""2021"":0.99,""2022"":0.97}",542,"[""11309/00NATION"",""5005/Complexity"",""6667/FaZe"",""9215/MIBR"",""6137/SK"",""6290/Luminosity""]",2,10,14,78,8,3,3,1
