Aug 01 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
ShahZaM,7810,Shahzeb Khan,United States,29,N/A,1.08,2058,966,25252,18509,16451,1.13,34,74.8,1.01,"{""2013"":0.94,""2014"":1.02,""2015"":1.07,""2016"":1.08,""2017"":1.12,""2018"":1.08,""2019"":1.02}",355,"[""5005/Complexity"",""6615/OpTic"",""7557/Misfits"",""6680/Echo Fox"",""6292/Conquest"",""6118/Tempo Storm"",""5752/Cloud9"",""5671/Justus Pro""]",0,5,0,23,0,0,0,N/A
sAw,7821,Eetu Saha,Finland,31,N/A,0.9,-2108,1267,33681,20522,22630,0.91,47.9,69.3,0.82,"{""2013"":1.01,""2014"":1.08,""2015"":1.02,""2016"":0.98,""2017"":0.95,""2018"":0.87,""2019"":0.85}",292,"[""7865/HAVU"",""7331/iGame.com"",""7028/LGR"",""4682/RCTIC""]",0,0,0,0,0,0,0,N/A
v1c7oR,7834,Viktor Dyankov,Bulgaria,29,N/A,1.02,1181,1891,49359,34344,33163,1.04,46.3,76.6,0.99,"{""2013"":1,""2014"":1.15,""2015"":1.11,""2016"":1.04,""2017"":1.08,""2018"":1.01,""2019"":0.9,""2020"":0.94,""2021"":0.95}",542,"[""11810/Beyond Possible"",""4469/k1ck"",""11066/Fiend"",""11026/VOYVODA"",""10848/MBAPPEEK"",""10225/ex-Epsilon"",""8513/Windigo"",""6959/MK"",""7701/Imperial"",""7157/Rogue"",""6133/Orbit"",""6226/E-frag.net"",""5817/GPlay""]",0,0,1,7,0,0,0,N/A
dephh,7873,Rory Jackson,United Kingdom,31,N/A,0.99,-232,768,20106,14252,14484,0.98,47.6,80.6,0.97,"{""2013"":0.93,""2015"":1.24,""2016"":0.97,""2017"":1.03,""2018"":1}",207,"[""5005/Complexity""]",0,3,0,0,0,0,0,N/A
fejtZ,7910,Kristjan Allsaar,Estonia,25,N/A,1.07,1839,930,24703,18144,16305,1.11,44.9,76.3,0.97,"{""2013"":1.24,""2014"":0.88,""2015"":1.08,""2016"":1.07,""2017"":1.2,""2018"":1,""2019"":1.14,""2020"":0.93,""2021"":1.02,""2022"":1.11}",366,"[""12107/sYnck"",""12006/ESTOWNIA"",""11584/SC"",""11298/Strife"",""10276/Finest"",""8769/Nordavind"",""10315/SMASH"",""9107/BTRG"",""5310/HellRaisers"",""7716/UYA"",""4643/Denial"",""7039/ArchAngels"",""4477/Publiclir.se"",""5572/OnlineBOTS"",""5056/MayaM""]",0,0,0,5,0,0,0,N/A
gabesson,7925,Gábor Málovics,Hungary,33,N/A,0.97,-264,441,11654,7943,8207,0.97,42.1,76,0.75,"{""2013"":0.99,""2014"":1.01,""2015"":1.02,""2016"":0.98,""2017"":0.95,""2018"":0.93,""2019"":0.85}",131,"[""9802/Budapest Five"",""6652/GameAgents"",""5579/volgare"",""6046/TRICKED""]",0,0,0,0,0,0,0,N/A
roca,7935,Daniel Gustaferri,United States,27,N/A,1.02,195,660,17324,12336,12141,1.02,51.4,76.4,0.96,"{""2013"":0.97,""2015"":1.07,""2016"":1.03,""2017"":1.02,""2018"":0.92,""2019"":0.95}",219,"[""9888/New England Whalers"",""10302/Divine"",""10092/Peeker's Advantage"",""9784/MASSIVEimpact"",""6301/Splyce"",""6680/Echo Fox"",""5005/Complexity"",""5775/ELEVATE""]",0,0,0,0,0,0,0,N/A
XANTARES,7938,Ismailcan Dörtkardeş,Turkey,27,N/A,1.17,7080,1968,52049,42178,35098,1.2,53.3,89.3,1.15,"{""2013"":1.15,""2014"":1.18,""2015"":1.29,""2016"":1.25,""2017"":1.25,""2018"":1.16,""2019"":1.08,""2020"":1.09,""2021"":1.12,""2022"":1.17}",485,"[""11251/Eternal Fire"",""7532/BIG"",""9572/ex-Space Soldiers"",""5929/Space Soldiers""]",0,4,0,16,1,0,0,N/A
dERZKIY,7942,Igor Radosavlevich,Belarus,27,N/A,0.95,-406,419,10917,7217,7623,0.95,53.9,72,0.82,"{""2013"":0.68,""2014"":1.04,""2015"":0.94,""2016"":0.94,""2017"":0.96,""2018"":0.93,""2019"":0.92,""2020"":1.03,""2021"":0.96}",128,"[""8404/SHIPACHI"",""11651/CloudRunners"",""11094/NewBelarus"",""10097/Se7en"",""9887/Zorka"",""4908/K29"",""6923/ANOX"",""6132/Method"",""5342/97club""]",0,0,0,0,0,0,0,N/A
uNdo,7943,Alexander Kiziukevich,Belarus,28,N/A,0.94,-371,431,11262,7217,7588,0.95,54.3,70.3,0.88,"{""2013"":0.87,""2014"":0.96,""2015"":1.02,""2016"":0.94,""2017"":0.94,""2018"":0.99,""2019"":0.89,""2020"":0.89}",162,"[""10944/VRTX"",""9287/Unique"",""7017/Space Jam"",""7367/Quantum Bellator Fire"",""6669/Binary Dragons""]",0,0,0,0,0,0,0,N/A
dumz,7958,Miran Matković,Sweden,27,N/A,0.95,-320,455,12074,7889,8209,0.96,48.4,71.2,0.91,"{""2013"":1.07,""2014"":0.82,""2015"":0.92,""2016"":1.05,""2017"":0.98,""2018"":0.82}",185,"[""6978/Singularity"",""7663/Manatee"",""6407/DenDD"",""5319/Property"",""5988/FlipSid3""]",0,1,0,0,0,0,0,N/A
cadiaN,7964,Casper Møller,Denmark,28,N/A,1.04,2950,1649,43656,30195,27243,1.11,27.8,73.1,1.05,"{""2013"":1.02,""2014"":0.97,""2015"":0.98,""2016"":1.08,""2017"":1.12,""2018"":1.05,""2019"":1.03,""2020"":1.04,""2021"":1.04,""2022"":1.03}",551,"[""7175/Heroic"",""7533/North"",""7157/Rogue"",""8064/undefined"",""6724/Preparation"",""6137/SK"",""4548/CPH Wolves""]",0,8,2,40,0,0,0,N/A
larsen,7965,Sebastian Larsen,Denmark,26,N/A,0.98,34,636,16815,11048,11014,1,30.7,70,0.97,"{""2013"":0.96,""2014"":0.63,""2015"":0.91,""2016"":1.08,""2017"":1.06,""2018"":1.05,""2019"":0.98,""2020"":0.97,""2021"":0.95}",168,"[""12173/Exzentriq United"",""4602/Tricked"",""6978/Singularity"",""7718/Movistar Riders"",""7674/Ambush"",""8716/GoldenGitte"",""7732/Forcebuy"",""5208/Reason""]",0,0,0,0,0,0,0,N/A
DESPE,7980,Çağatay Sedef,Turkey,30,N/A,1.01,320,468,12127,8068,7748,1.04,29.8,68.7,0.91,"{""2013"":0.72,""2015"":1.04,""2016"":1.03,""2017"":0.94}",148,"[""5929/Space Soldiers""]",0,0,0,0,0,0,0,N/A
to1nou,7982,Antoine Pirard,Belgium,28,N/A,1.01,520,850,22377,15196,14676,1.04,30.5,68.8,0.93,"{""2013"":1.26,""2014"":0.96,""2015"":1.09,""2016"":1.07,""2017"":0.97,""2018"":1.02,""2019"":0.87}",244,"[""10316/FiveG"",""4674/LDLC"",""6045/LDLC White""]",0,0,0,0,0,0,0,N/A
Detrony,7993,Dimitri Hadjipaschali,South Africa,32,N/A,1.08,848,413,10468,7636,6788,1.12,34.7,77.3,0.81,"{""2013"":1.14,""2014"":1.14,""2015"":1.36,""2016"":1.18,""2017"":1.22,""2018"":0.99,""2019"":1.11}",157,"[""5158/Bravado"",""8193/Goliath""]",0,1,0,0,0,0,0,N/A
CRUC1AL,7996,Joey Steusel,Netherlands,26,N/A,1.07,3156,1647,43341,31053,27897,1.11,29,73.1,0.99,"{""2013"":1.08,""2014"":1.08,""2015"":1.01,""2016"":1.1,""2017"":1.08,""2018"":1.07,""2019"":1.09,""2020"":1.06,""2021"":1.06,""2022"":1.02}",552,"[""11164/Into the Breach"",""7234/Endpoint"",""10420/Phoenix"",""10225/ex-Epsilon"",""4688/Epsilon"",""7666/Defusekids"",""6301/Splyce"",""4554/Infused""]",0,1,0,0,0,0,0,N/A
s1mple,7998,Oleksandr Kostyliev,Ukraine,25,N/A,1.24,9606,1705,45202,38301,28683,1.34,41.1,85.5,1.28,"{""2013"":0.94,""2014"":1.19,""2015"":1.18,""2016"":1.15,""2017"":1.24,""2018"":1.31,""2019"":1.28,""2020"":1.27,""2021"":1.31,""2022"":1.23}",629,"[""4608/Natus Vincere"",""5973/Liquid"",""5310/HellRaisers"",""5988/FlipSid3""]",1,13,13,77,21,7,7,1
syken,8000,Thilo Phan,Germany,27,N/A,0.98,-248,413,10832,7450,7698,0.97,57.8,74.1,0.99,"{""2013"":0.99,""2014"":0.78,""2015"":1.05,""2016"":1.03,""2017"":1.04,""2018"":0.96,""2019"":0.93}",107,"[""10128/ad hoc"",""9393/expert"",""9062/FriendlyFire"",""5121/Berzerk"",""6343/EURONICS""]",0,0,0,0,0,0,0,N/A
Lambert,8047,Lambert Prigent,France,31,N/A,0.88,-1687,803,21208,12388,14075,0.88,37.3,63.3,0.78,"{""2013"":1.19,""2014"":1.06,""2015"":0.94,""2016"":0.85,""2017"":1,""2018"":0.91,""2019"":1.1,""2020"":0.87,""2021"":0.81}",231,"[""4674/LDLC"",""7856/EnVyUs Academy"",""5596/Platinium"",""6073/melty""]",0,0,0,0,0,0,0,N/A
AZR,8082,Aaron Ward,Australia,30,N/A,0.98,-249,1145,29916,20431,20680,0.99,51.6,74.3,0.98,"{""2013"":2.41,""2014"":0.98,""2015"":1.05,""2016"":1.09,""2017"":1,""2018"":0.97,""2019"":0.94,""2020"":0.94,""2021"":0.91}",278,"[""8637/Sprout"",""11726/Encore"",""10096/EXTREMUM"",""8474/100 Thieves"",""6211/Renegades"",""4784/Vox Eminor""]",0,8,1,42,0,0,0,N/A
aizy,8095,Philip Aistrup,Denmark,27,N/A,1.03,1204,1602,42167,29485,28281,1.04,50.4,75.7,1.04,"{""2013"":0.91,""2014"":0.98,""2015"":1.13,""2016"":1.02,""2017"":0.97,""2018"":1,""2019"":1.02,""2020"":1.01,""2021"":1,""2022"":0.64}",504,"[""11712/Sashi"",""12119/NtK"",""11562/Tokyo Revengers"",""11281/South"",""11084/HYENAS"",""7533/North"",""6667/FaZe"",""5995/G2"",""5422/Dignitas"",""4448/3DMAX""]",0,11,4,65,0,0,0,N/A
DavCost,8124,Vadim Vasilyev,Russia,27,N/A,1.04,1931,1342,35415,24698,22767,1.08,32.3,73.4,0.94,"{""2013"":1.07,""2014"":1.1,""2015"":1,""2016"":1.16,""2017"":1.05,""2018"":1.03,""2019"":1.07,""2020"":1.01,""2021"":0.96}",465,"[""10817/Invictus International"",""11857/JiJieHao International"",""11219/INDE IRAE"",""11492/GMT"",""10621/1WIN"",""7020/Spirit"",""6471/YP"",""5988/FlipSid3""]",0,5,0,0,0,0,0,N/A
Dimaoneshot,8125,Dmitriy Bandurka,Russia,28,N/A,0.99,-556,1320,34760,23974,24530,0.98,52.5,77.4,1,"{""2013"":0.75,""2014"":0.89,""2015"":1.02,""2016"":1,""2017"":0.96,""2018"":0.96,""2019"":0.97,""2020"":1.03,""2022"":0.79}",319,"[""8669/Espada"",""6094/Vega Squadron"",""7020/Spirit"",""6471/YP"",""5716/Enervate"",""6167/Phenomenon""]",0,2,0,0,0,0,0,N/A
reltuC,8137,Stephen Cutler,United States,34,N/A,0.97,-74,865,22664,14788,14862,1,40.5,73.3,0.93,"{""2014"":1.01,""2015"":0.99,""2016"":0.9,""2017"":0.98,""2018"":0.99,""2019"":0.91}",263,"[""10092/Peeker's Advantage"",""5991/Envy"",""6301/Splyce"",""5974/CLG"",""5543/NetcodeGuides.com""]",0,5,0,24,0,0,0,N/A
Davidp,8138,David Prins,Belgium,28,N/A,1.03,1009,774,20539,14255,13246,1.08,39.7,77.9,0.98,"{""2015"":1.26,""2016"":1.03,""2017"":0.93,""2018"":1.03,""2019"":1.05}",302,"[""10593/Demolition Crew"",""8346/Heretics"",""10035/FrenchFrogs"",""9896/ex-3DMAX"",""4914/3DMAX"",""9099/NOBO"",""7667/RANKS"",""5395/PENTA""]",0,0,0,0,0,0,0,N/A
maeVe,8150,Lasse Elgaard,Denmark,33,N/A,0.96,-131,487,12606,8154,8285,0.98,40.5,72.3,0.92,"{""2014"":1.21,""2015"":0.98,""2016"":0.97,""2017"":0.91}",167,"[""4688/Epsilon"",""4602/Tricked"",""6865/Escape"",""6405/Orgless"",""6460/CSGO.one"",""5208/Reason""]",0,0,0,0,0,0,0,N/A
AcilioN,8151,Asger Larsen,Denmark,26,N/A,0.95,-1621,1853,48833,31578,33199,0.95,44.2,72.4,0.91,"{""2014"":1.12,""2015"":1,""2016"":0.91,""2017"":1.01,""2018"":0.9,""2019"":0.93,""2020"":0.91,""2021"":0.94,""2022"":0.93}",445,"[""12334/Preasy"",""12294/Ambush DK"",""8064/undefined"",""11841/yodagus"",""9806/Apeks"",""7461/Copenhagen Flames"",""8362/MAD Lions"",""7175/Heroic"",""7701/Imperial"",""8543/MANS NOT HOT"",""5422/Dignitas"",""4602/Tricked"",""6301/Splyce"",""6137/SK"",""4548/CPH Wolves"",""5758/myXMG""]",0,1,0,19,0,0,0,N/A
rain,8183,Håvard Nygaard,Norway,28,N/A,1.02,825,1776,47159,33336,32511,1.03,56,79.8,1.08,"{""2014"":0.98,""2015"":1.09,""2016"":1.08,""2017"":1.1,""2018"":1,""2019"":0.99,""2020"":0.96,""2021"":0.94,""2022"":1.01}",411,"[""6667/FaZe"",""5995/G2"",""6134/Kinguin"",""5962/LGB"",""5569/London Conspiracy""]",1,16,15,98,3,3,1,4
ALEX,8184,Alex McMeekin,United Kingdom,27,N/A,0.99,-372,1162,30750,21407,21779,0.98,47.3,76.3,0.96,"{""2014"":1.35,""2015"":0.96,""2016"":0.97,""2017"":1.03,""2018"":1.02,""2019"":0.97,""2020"":0.97,""2021"":0.95}",282,"[""4991/fnatic"",""5752/Cloud9"",""9565/Vitality"",""4674/LDLC"",""5596/Platinium"",""6073/melty""]",0,2,3,19,0,0,0,N/A
ScrunK,8212,Robin Röpke,Germany,28,N/A,0.87,-3360,1163,31060,18693,22053,0.85,46.3,70.5,0.84,"{""2014"":0.91,""2015"":0.94,""2016"":1.02,""2017"":1.05,""2018"":0.91,""2019"":0.86,""2020"":0.84,""2021"":0.82,""2022"":0.83}",278,"[""10333/Sangal"",""10968/cowana"",""11196/ex-ALTERNATE aTTaX"",""4501/ALTERNATE aTTaX"",""9393/expert"",""9062/FriendlyFire"",""7425/DIVIZON"",""6343/EURONICS"",""5355/myKPV""]",0,0,0,0,0,0,0,N/A
matty,8231,Mateusz Kołodziejczyk,Poland,27,N/A,0.93,-836,617,16381,10526,11362,0.93,40.6,75.6,0.89,"{""2014"":1,""2015"":0.88,""2016"":0.95,""2017"":0.99,""2018"":1.02,""2019"":0.83,""2020"":0.89,""2021"":0.92}",172,"[""10999/EC Brugge"",""7848/MAESTRO"",""7681/Izako Boars""]",0,0,0,0,0,0,0,N/A
reatz,8242,Paweł Jańczak,Poland,28,N/A,1,659,1579,42452,29166,28507,1.02,51.6,73.9,0.97,"{""2014"":1.33,""2015"":1,""2016"":1.02,""2017"":1.04,""2018"":1.04,""2019"":1.01,""2020"":0.98,""2021"":0.94}",543,"[""8813/Illuminar"",""8248/PACT"",""8068/AGO"",""8846/x-kom"",""6134/Kinguin"",""6896/PRIDE""]",0,0,0,3,0,0,0,N/A
jkaem,8248,Joakim Myrbostad,Norway,29,N/A,1.04,1391,1570,41749,30548,29157,1.05,51.5,80.5,1.04,"{""2014"":1.02,""2015"":1.07,""2016"":0.98,""2017"":1.06,""2018"":1.04,""2019"":1.02,""2020"":1.03,""2021"":1.06,""2022"":1.08}",399,"[""9806/Apeks"",""10096/EXTREMUM"",""8474/100 Thieves"",""6211/Renegades"",""5422/Dignitas"",""6667/FaZe"",""5995/G2"",""4548/CPH Wolves"",""5962/LGB""]",0,8,0,44,0,0,0,N/A
CyberFocus,8255,Roman Dergach,Belarus,28,N/A,1.02,320,491,12779,9080,8760,1.04,29.7,74.2,0.93,"{""2014"":0.89,""2015"":1.05,""2016"":1.05,""2017"":1.02,""2018"":0.97,""2019"":0.88}",180,"[""5946/Evolution"",""7969/Nemiga"",""4908/K29"",""6684/Empire"",""6472/Rebels"",""6408/Arcade"",""6302/Worst Players""]",0,0,0,0,0,0,0,N/A
balblna,8294,Gregory Oleinick,Russia,27,N/A,0.9,-1251,614,16094,9824,11075,0.89,49.9,70.3,0.85,"{""2014"":0.48,""2015"":0.89,""2016"":0.94,""2017"":0.9,""2018"":0.91,""2019"":0.82,""2020"":0.78,""2022"":0.78}",179,"[""10096/EXTREMUM"",""10094/Dracarys"",""9183/Winstrike"",""7367/Quantum Bellator Fire"",""6669/Binary Dragons""]",0,2,0,0,0,0,0,N/A
repo,8320,Karol Cybulski,Poland,26,N/A,0.94,-657,505,13254,8647,9304,0.93,46.6,69.4,0.92,"{""2014"":0.91,""2015"":1.01,""2016"":0.94,""2017"":0.83,""2018"":0.81,""2021"":0.66}",127,"[""7681/Izako Boars"",""10905/PGE Turow"",""8209/Pompa"",""6896/PRIDE"",""6686/AGG"",""6375/Vexed"",""4532/ESC""]",0,0,0,0,0,0,0,N/A
oskarish,8321,Oskar Stenborowski,Poland,26,N/A,0.97,-426,1128,30228,19753,20179,0.98,50.3,71,0.9,"{""2014"":1.13,""2015"":1.02,""2016"":0.91,""2017"":0.95,""2018"":1.05,""2019"":0.96,""2020"":0.88,""2021"":0.98,""2022"":0.96}",413,"[""12201/Gentlefolk"",""12184/ODLOTOWE AGENTKI"",""10973/Anonymo"",""8813/Illuminar"",""10965/MNA"",""8068/AGO"",""8846/x-kom"",""4688/Epsilon"",""8361/SEAL"",""4501/ALTERNATE aTTaX"",""6372/CSGL"",""5599/Dobry&amp;Gaming"",""5093/KILLERFISH""]",0,0,0,0,0,0,0,N/A
mouz,8323,Mikołaj Karolewski,Poland,27,N/A,1.02,1738,1722,45760,31441,29703,1.06,50.2,74.1,0.98,"{""2014"":0.98,""2015"":1.01,""2016"":1.07,""2017"":1.03,""2018"":1.05,""2019"":1.02,""2020"":0.96,""2021"":1.02}",612,"[""11563/Strive in chaos"",""10737/HONORIS"",""8209/Pompa"",""8813/Illuminar"",""10494/ARCY"",""10020/Aristocracy"",""9862/devils.one"",""6134/Kinguin"",""5599/Dobry&amp;Gaming"",""6372/CSGL"",""5995/G2"",""4532/ESC""]",0,1,0,12,0,0,0,N/A
morelz,8324,Piotr Taterka,Poland,29,N/A,0.99,-171,1367,36533,25438,25609,0.99,46.4,77.5,0.93,"{""2014"":1.12,""2015"":0.94,""2016"":0.96,""2017"":1.03,""2018"":0.95,""2019"":0.98,""2020"":0.95,""2021"":1,""2022"":1.03}",399,"[""12117/Let us cook"",""8813/Illuminar"",""11064/ESCA"",""10276/Finest"",""10992/TPT"",""10426/Wisla Krakow"",""8911/adwokacik"",""8248/PACT"",""5378/Virtus.pro"",""6896/PRIDE""]",0,0,0,5,0,0,0,N/A
Furlan,8327,Damian Kislowski,Poland,28,N/A,0.98,-875,2192,58398,39408,40283,0.98,53,76.1,0.98,"{""2014"":1.04,""2015"":1,""2016"":1.06,""2017"":1.04,""2018"":0.99,""2019"":1,""2020"":0.97,""2021"":0.88,""2022"":0.89}",600,"[""5873/Adaptation"",""8068/AGO"",""6134/Kinguin"",""6686/AGG"",""6375/Vexed"",""6245/eBettle"",""5613/INSHOCK""]",0,2,0,14,0,0,0,N/A
spaze,8345,Ivan Obrezhan,Russia,26,N/A,1.02,89,538,14117,10281,10192,1.01,52,75.9,0.88,"{""2014"":0.9,""2015"":1.17,""2016"":0.96,""2017"":0.98,""2018"":0.99,""2019"":1.02,""2020"":0.63}",130,"[""11330/MayBe"",""10728/88"",""7367/Quantum Bellator Fire"",""8723/HEY"",""7489/EPG"",""6651/Gambit"",""6132/Method"",""5949/PiTER""]",0,1,0,0,0,0,0,N/A
jdm64,8346,Josh Marzano,United States,33,N/A,1.02,825,823,21321,14626,13801,1.06,23.6,70.1,0.97,"{""2014"":1,""2015"":1.1,""2016"":1.01,""2017"":0.97,""2018"":1.02}",240,"[""5991/Envy"",""5973/Liquid"",""5974/CLG"",""5543/NetcodeGuides.com""]",0,6,0,34,0,0,0,N/A
hazed,8347,James Cobb,United States,34,N/A,1,-81,736,19138,13273,13354,0.99,49.8,78.3,0.9,"{""2014"":0.95,""2015"":1.02,""2016"":0.94,""2017"":0.94,""2018"":1.08}",190,"[""5479/Mythic"",""6615/OpTic"",""5974/CLG"",""5543/NetcodeGuides.com""]",0,5,0,21,0,0,0,N/A
shroud,8349,Mike Grzesiek,Canada,29,N/A,1.07,1311,676,17460,12588,11277,1.12,52.9,76.1,1.02,"{""2014"":1.03,""2015"":1.12,""2016"":1.09,""2017"":0.95}",247,"[""5752/Cloud9""]",0,7,1,42,0,0,0,N/A
desi,8350,Derek Branchen,United States,30,N/A,1.01,99,430,10986,7826,7727,1.01,51.5,75.6,0.89,"{""2014"":0.91,""2015"":1.02,""2016"":1.05,""2017"":0.99,""2018"":1.03,""2019"":1,""2020"":1.1}",164,"[""10463/Recon 5"",""5454/SKDC"",""5005/Complexity"",""6386/Winterfox"",""6301/Splyce"",""6098/Nihilum"",""5775/ELEVATE""]",0,1,0,0,0,0,0,N/A
jmqa,8368,Savelii Bragin,Russia,26,N/A,0.97,-273,922,24189,16152,16425,0.98,51,73.8,0.9,"{""2014"":1.03,""2015"":0.99,""2016"":1,""2017"":1,""2018"":0.93,""2019"":0.83,""2020"":0.81}",372,"[""11382/DNG"",""11371/xDDDD"",""11156/zxc"",""10096/EXTREMUM"",""9183/Winstrike"",""7367/Quantum Bellator Fire"",""7489/EPG"",""6724/Preparation"",""6132/Method"",""5949/PiTER""]",0,2,0,0,0,0,0,N/A
mixwell,8370,Oscar Cañellas,Spain,27,N/A,1.09,1911,840,21804,16275,14364,1.13,38.1,79.5,1.06,"{""2014"":0.9,""2015"":1.19,""2016"":1.14,""2017"":1.06,""2018"":1.1,""2019"":1.06}",263,"[""5752/Cloud9"",""7718/Movistar Riders"",""5995/G2"",""6615/OpTic"",""5435/gBots""]",0,2,2,31,0,0,0,N/A
alex,8371,Alejandro Masanet,Spain,27,N/A,1.03,1578,1438,38187,26502,24924,1.06,45.7,76.6,1,"{""2014"":1.01,""2015"":1.07,""2016"":1.08,""2017"":0.99,""2018"":1.05,""2019"":1.04,""2020"":1.01,""2021"":1.02,""2022"":1.02}",467,"[""7718/Movistar Riders"",""4949/Giants"",""7339/KPI"",""6222/k1ck"",""6124/Epsilon"",""4759/OverGaming""]",0,1,0,9,0,0,0,N/A
bodyy,8374,Alexandre Pianaro,France,26,N/A,0.99,-47,1496,39818,27026,27073,1,56.3,76.9,1,"{""2014"":0.9,""2015"":1.08,""2016"":0.97,""2017"":0.96,""2018"":0.9,""2019"":1,""2020"":1.04,""2021"":1,""2022"":1}",418,"[""11283/Falcons"",""11501/HEET"",""11003/DBL PONEY"",""4674/LDLC"",""5995/G2"",""6045/LDLC White""]",0,6,4,42,0,0,0,N/A
Kjaerbye,8394,Markus Kjærbye,Denmark,25,N/A,1.04,2092,1547,40750,28921,26829,1.08,52.8,78.4,1.06,"{""2014"":1.11,""2015"":1.03,""2016"":1.12,""2017"":1.04,""2018"":1.04,""2019"":1.02,""2020"":0.93,""2021"":1.01}",443,"[""7234/Endpoint"",""11084/HYENAS"",""6667/FaZe"",""7533/North"",""6665/Astralis"",""5422/Dignitas"",""4548/CPH Wolves""]",1,7,6,61,1,2,0,15
BENDJI,8396,Benjamin Söderena,Sweden,27,N/A,0.99,137,878,23318,16055,15918,1.01,32.5,75.4,0.97,"{""2014"":0.81,""2015"":0.99,""2016"":1.02,""2017"":0.99,""2018"":1,""2019"":1.05,""2020"":1.03}",269,"[""10833/Deportivo"",""9427/Flow"",""6978/Singularity"",""7454/Gatekeepers"",""7663/Manatee"",""6407/DenDD"",""5319/Property"",""5988/FlipSid3""]",0,1,0,0,0,0,0,N/A
arch,8410,Vladyslav Svistov,Ukraine,27,N/A,0.94,-658,593,15530,10295,10953,0.94,49,72.7,0.89,"{""2014"":0.8,""2015"":0.94,""2016"":0.96,""2017"":0.94,""2018"":0.92}",181,"[""5445/LAN DODGERS"",""4469/k1ck"",""7020/Spirit"",""7489/EPG"",""6724/Preparation"",""6302/Worst Players"",""6471/YP"",""6472/Rebels"",""6408/Arcade""]",0,0,0,0,0,0,0,N/A
dream3r,8412,Simeon Ganev,Bulgaria,26,N/A,1.11,4501,1429,37499,27491,22990,1.2,49.5,76.2,1.07,"{""2014"":1.06,""2015"":1.17,""2016"":1.14,""2017"":1.18,""2018"":0.98,""2019"":0.89,""2020"":1,""2021"":1.09}",624,"[""12204/359"",""11026/VOYVODA"",""11947/ex-SKADE"",""10386/SKADE"",""11066/Fiend"",""10848/MBAPPEEK"",""5347/BLUEJAYS"",""6959/MK"",""7701/Imperial"",""6133/Orbit"",""6226/E-frag.net"",""5817/GPlay""]",0,0,0,3,0,0,0,N/A
Zero,8413,Patrik Žúdel,Slovakia,24,N/A,1,897,1237,32902,22001,21104,1.04,49.1,72,0.98,"{""2014"":1.07,""2015"":1.04,""2016"":1,""2017"":1.03,""2018"":1.25,""2019"":1.01,""2020"":0.99,""2021"":0.97}",407,"[""10577/SINNERS"",""9928/GamerLegion"",""6652/GameAgents"",""5310/HellRaisers"",""4573/Fraternitas""]",0,1,0,12,0,0,0,N/A
netrick,8422,Jonas Wenzelsen,Denmark,28,N/A,0.82,-1736,455,11976,6753,8489,0.8,48.2,66.8,0.75,"{""2014"":0.68,""2015"":0.87,""2016"":0.92,""2017"":0.83,""2018"":0.86,""2019"":0.8,""2020"":0.79}",118,"[""8704/AGF"",""9214/unknown"",""8465/LPSP"",""7732/Forcebuy"",""4602/Tricked""]",0,0,0,0,0,0,0,N/A
SEMINTE,8453,Valentin Bodea,Romania,26,N/A,0.95,-601,737,19460,12709,13310,0.95,49.3,71.5,0.9,"{""2014"":1.14,""2015"":1.04,""2016"":0.98,""2017"":1.01,""2018"":1.05,""2019"":0.86,""2020"":0.94,""2021"":0.87}",310,"[""7187/Nexus"",""10823/Infinite"",""4982/XPC""]",0,0,0,0,0,0,0,N/A
Kvik,8459,Aurimas Kvakšys,Lithuania,27,N/A,0.96,-688,785,20509,13755,14443,0.95,42.7,75.1,0.92,"{""2014"":0.68,""2015"":0.88,""2016"":1.08,""2017"":0.96,""2018"":0.97,""2019"":0.93,""2020"":0.95,""2021"":0.7}",163,"[""11892/Kalbos Egzaminas"",""5347/BLUEJAYS"",""9183/Winstrike"",""7367/Quantum Bellator Fire"",""7566/Playing Ducks"",""6756/VwS""]",0,3,0,0,0,0,0,N/A
ZEDKO,8488,Jindřich Chyba,Czech Republic,25,N/A,0.99,125,1415,37657,25218,25093,1,53.1,74,0.92,"{""2014"":0.89,""2015"":0.8,""2016"":1.03,""2017"":0.98,""2018"":0.96,""2019"":1.05,""2020"":1.04,""2021"":0.95,""2022"":0.99}",437,"[""10577/SINNERS"",""5412/eSuba"",""6745/eXtatus""]",0,0,0,0,0,0,0,N/A
fl0m,8503,Erik Flom,United States,30,N/A,1.01,504,788,20789,14337,13833,1.04,31.2,73.5,0.92,"{""2014"":0.85,""2015"":0.95,""2016"":0.69,""2017"":1.15,""2018"":1.07,""2019"":0.98,""2020"":1,""2021"":0.98,""2022"":0.97}",303,"[""5479/Mythic"",""6135/Noble"",""6021/Luminosity"",""5543/NetcodeGuides.com"",""5709/Tempo""]",0,0,0,0,0,0,0,N/A
LeX,8504,Alexander Deily,United States,33,N/A,0.88,-1263,462,11931,7418,8680,0.85,44.7,71.1,0.84,"{""2014"":0.59,""2015"":0.91,""2016"":0.93,""2017"":0.9,""2018"":0.81,""2019"":0.81,""2021"":0.8}",118,"[""5479/Mythic"",""6386/Winterfox"",""6021/Luminosity"",""5543/NetcodeGuides.com""]",0,0,0,0,0,0,0,N/A
